base_cake,truffle_type,primary_flavor,secondary_flavor,color_group,customer,1/2010,2/2010,3/2010,4/2010,5/2010,6/2010,7/2010,8/2010,9/2010,10/2010,11/2010,12/2010,1/2011,2/2011,3/2011,4/2011,5/2011,6/2011,7/2011,8/2011,9/2011,10/2011,11/2011,12/2011,1/2012,2/2012,3/2012,4/2012,5/2012,6/2012,7/2012,8/2012,9/2012,10/2012,11/2012,12/2012,1/2013,2/2013,3/2013,4/2013,5/2013,6/2013,7/2013,8/2013,9/2013,10/2013,11/2013,12/2013,1/2014,2/2014,3/2014,4/2014,5/2014,6/2014,7/2014,8/2014,9/2014,10/2014,11/2014,12/2014,1/2015,2/2015,3/2015,4/2015,5/2015,6/2015,7/2015,8/2015,9/2015,10/2015,11/2015,12/2015,1/2016,2/2016,3/2016,4/2016,5/2016,6/2016,7/2016,8/2016,9/2016,10/2016,11/2016,12/2016,1/2017,2/2017,3/2017,4/2017,5/2017,6/2017,7/2017,8/2017,9/2017,10/2017,11/2017,12/2017,1/2018,2/2018,3/2018,4/2018,5/2018,6/2018,7/2018,8/2018,9/2018,10/2018,11/2018,12/2018,1/2019,2/2019,3/2019,4/2019,5/2019,6/2019,7/2019,8/2019,9/2019,10/2019,11/2019,12/2019,1/2020,2/2020,3/2020,4/2020,5/2020,6/2020,7/2020,8/2020,9/2020,10/2020,11/2020,12/2020
Sponge,Chocolate Outer,Ginger Lime,Banana,Teal,Slugworth,6377.013550187453,3290.4238428349563,6357.94082108074,3475.4617122920004,6488.057903986326,3320.9469685767617,6346.79525288704,3296.660945760986,6463.594484403641,3280.3994587883208,6388.6661434586695,3443.3177151179752,6389.74221680981,3392.9407930108755,6313.077159082663,3343.7927826415735,6355.778407780878,3395.9658664276894,6441.608088663018,3318.7669329795103,6546.1866597468415,3383.699416688601,6351.1551315159,3361.6343914762533,6310.734978104836,3598.185309415547,6267.254400327856,3483.6623566564335,6506.594446734677,3504.860977734619,6371.169368031356,3431.272024656931,6362.505947559034,3195.873532859734,6531.959394469423,3345.616399471006,6205.449132986348,3595.8561770553115,6375.466689434565,3401.362391928534,6442.7257827703515,3385.4191918198826,6506.434674967012,3329.0040159317737,6167.534329694451,3392.638981316533,6330.073125284005,3376.3194449863136,6572.748625005572,3237.952358576325,6367.929919914879,3304.607569647893,6281.398252878374,3414.346364805335,6392.4353021004945,3467.043381676736,6314.285129565114,3403.2731181331073,6491.472368963775,3298.7116321859826,6231.624486078703,3404.5180215287464,6347.469653489612,3264.126993314424,6429.837771781417,3324.382004218874,6537.522935270266,3441.87974565276,6490.245672696154,3465.3986481028755,6299.956873976774,3437.9755301526006,6546.866165136432,3314.9236533883286,6449.713777330179,3194.6118216550594,6274.895894466104,3431.881664898179,6350.008125950438,3302.8210052001177,6438.623102105589,3368.5977607370505,6461.285968634245,3469.1271821735054,6436.520495090346,3426.2026931850414,6469.927885591605,3502.7947494569257,6352.840460801568,3497.3152920471894,6525.522483703889,3507.7285261432107,6303.944851401873,3457.730355843817,6381.118119606167,3519.6808136519808,6476.246812341855,3404.0546412581434,6391.661075083099,3392.9686749675047,6215.835036689472,3404.739014501034,6388.029368828559,3346.526991975583,6501.976265902565,3310.4601332675957,6510.720565027024,3515.8821246359403,6403.234220852476,3445.003716991959,6496.928751044347,3415.484646968059,6242.953260326131,3316.1350650758777,6309.496820046107,3313.389137885845,6598.568223303203,3442.397338450625,6371.790759590654,3453.599706928197,6394.282017658808,3533.566035580918,6371.697851767217,3525.2124638884015,6333.320303563381,3276.848528580642,6395.678169908676,3465.416541812802,6347.142695832982,3345.0748916736525,6221.535675954281,3510.634746362743
Tiramisu,Chocolate Outer,Chocolate Mint,Butter Rum,White,Zebrabar,4024.1430758305232,3438.297191411035,4581.505520247077,3800.9946411503843,4941.443760643699,4275.651363531932,4960.398261678532,4397.182474760655,5781.423131192596,4879.978288012921,6251.661867523853,5478.283090951493,6452.57388930682,5980.881844456697,6883.179811733218,6127.610259802765,7238.55188317196,6015.273432195752,7944.020602953101,6620.314553990651,8159.109115802274,6885.163641336392,8880.04176656461,7310.673545452881,8999.567184750422,7236.88638752091,9507.499525405243,7899.68111254531,9874.715588954805,8293.21017916281,10416.447056204532,9115.018777914402,10672.0638668203,8486.467002341336,10355.194890049786,8610.40602090216,11453.2725907681,9590.566200927953,11288.306517417474,9489.595779718227,11967.086185205866,10163.335757689456,12762.503948530424,10353.088932481332,12677.554595895324,11197.496845637472,13597.065634633811,11542.11428522642,13598.611025027049,12357.707248057442,14045.333652830273,12452.216819079273,15172.143455121703,12027.711754206463,15512.466931382913,12200.779561481242,15272.386842224747,12932.49252668636,15542.641098795297,13274.022186838409,16709.0164695196,13461.698249191808,16146.204112181897,14088.117002413297,17024.674008421774,14191.201403071884,17599.707532358774,14342.024900302875,18110.189210892906,16096.743500366247,18247.22931542473,15346.212678731432,19266.68481709102,16837.866476760522,18835.770417097265,15917.028997634414,19532.77303452154,16835.022860657522,20630.697153056335,15985.085774451676,20143.373278500057,17107.75300476252,21389.93816089152,17626.15423377104,20299.472420564693,18322.746987667735,21229.9417636081,18528.676483888634,22091.423724611515,18446.240731141133,21077.428942627812,18091.457892896902,22655.545624444654,19238.789472014094,23234.53373999538,19488.574213636228,23375.3847760262,20592.462350520327,24040.86154705008,20215.938949835094,24350.22339626807,21181.44771308227,23605.187980711707,21902.072860247696,26144.605548014762,20448.67769680192,24517.475690293246,21720.225701978765,27481.82080361239,21431.87590494195,27349.302466142657,22382.166634810244,26500.08406110148,23954.378900358122,26592.337004320456,22915.264866463815,28213.964397268664,21621.99353265723,28018.41383182372,22979.484559587345,27966.854293581302,23696.241564905024,29481.623942731687,24079.169388717462,28518.05858054033,23289.1498333204,29447.04644918387,23426.699403112856,31297.07837132145,24757.38254706269,29896.41978687694,26467.326882909074
Pound,Jelly Filled,Creme de Menthe,Cucumber,Teal,Perk-a-Cola,5413.226808382518,4524.250516658239,3695.817660515962,4543.306567770017,4303.689608850566,4179.792664273567,5003.389566666278,4863.31723642949,5511.341025891697,4340.176253950231,5497.527681015282,4989.23131823085,5690.235868929745,5132.179256386919,5505.22485900697,5009.503932447157,5449.111823104789,5627.6098948482395,5148.358893519836,5235.321591189934,5863.573988244188,5331.783302278628,5615.380814280506,5348.027018916579,6251.840106172943,5844.989574091443,5937.174660783845,5122.836519986233,6041.882857837275,5501.202060472246,5292.212566253945,6068.179352711261,6254.846395169963,5085.828910131359,5732.3284829551285,6326.34898733358,6613.4796445659495,4878.833868793895,4797.998865412261,5603.539695413793,6582.421105681017,5469.596923178832,5232.320870821605,6656.697265429956,7297.141412773336,6202.277721405681,5341.747263306209,5539.131646457816,7321.736530237027,5595.1643202907935,6469.412818173446,5205.035824170226,7015.968277988671,6260.605097796056,6403.844499831293,5771.476176888416,7180.480694633023,6073.037045537555,6077.774726902145,5753.191518890195,6911.62123691838,6692.326104164573,6070.963645055755,6251.996852148163,8009.5504832756915,6896.73283404811,6200.248643817749,5968.6206619435525,7159.696667657848,6707.44848149032,6338.0041998358665,6324.718099937768,6422.722005160138,7332.000291744742,6175.004527323501,7323.7333298600615,7669.18551810803,7807.073579606973,6196.69069920966,7126.091799159999,7367.435743762669,7022.659328846709,6762.109927174943,6423.904629003491,6813.914046160662,6045.19017159206,5900.9376424109105,7186.257300784804,8240.114450398298,7188.94805842681,6867.896552759571,7404.850474272339,7719.952659471718,6614.538340825254,7360.676865498709,7209.931606741385,8695.331571447208,6373.663117687774,7167.5247267562845,5076.006543076989,8806.511344332728,6479.225356671508,7329.314954882509,6398.88147373211,7979.145981684005,6656.062393606771,7075.90075586469,7965.91161004644,7589.0399138851235,6329.365508010338,7586.637274140685,6508.955115648637,8412.992618907088,6666.032029796324,7265.011699648858,6309.428063872039,7203.4464262622,7058.107280612951,7604.086484288936,7242.832388998226,7808.411336641603,7430.243097139228,7556.92472559188,6997.403822440248,8206.431186554111,6108.426185421288,7168.123071501749,7023.121497702776,7893.700519861101,6714.298057768786,7749.026488283306,7859.343601049695
Butter,Candy Outer,Orange,Butter Rum,Burgundy,Dandy's Candies,9351.455463342709,6795.4119966580765,7244.239390487725,9454.16508521743,7240.602653635093,7427.02316402457,9769.044461364641,7565.2934890842835,7517.687843264727,10076.490452557082,7837.810498840694,7868.235946965072,10714.991024996405,8207.201608459072,8566.19363776636,10763.343691681734,8092.50548911982,8234.34628838253,11561.078655118888,8529.495607519017,8411.980511238566,11335.257912434137,8596.040728231794,8480.521355585795,11351.609297912133,8711.111369092085,8679.128116395954,11441.46250715683,9053.350918816473,8895.315178324594,11993.295799849831,9066.752442797273,9236.468400292331,11862.672463128849,9252.951909758609,9450.46198290188,12205.897932790238,9323.058900305585,9243.463387523658,12417.013853843075,9797.187045607985,9542.857754359202,12728.096446700283,9547.380567470109,9450.366350611714,12884.158623480189,9777.083744981846,9663.877340052406,12874.909750298091,9601.697234224179,9625.97758254928,12793.756200906533,9952.464927110943,9691.009672348524,13075.200160332237,10086.490917719286,10231.182681023693,13462.232633056292,9719.832081123572,10031.051576091466,13462.307845011894,10097.594046543407,9692.23740570593,13558.763360571204,10140.936301383997,9814.82341034109,13466.712710235284,10310.19936168013,10405.70164222321,13712.315238421525,10315.144002624289,10567.550208500941,13655.26268113398,10329.200583232696,10280.638773802564,13904.002833583305,10682.437811810352,10222.877120474,14191.370990733429,10969.627336740674,10224.586423993156,13848.477587109051,10935.461514869035,10947.583043153749,13940.591655434899,11032.223458748284,10844.50245354019,14429.12377217684,11108.85547210874,10831.576012782527,14049.63258385056,10946.885148494874,10828.173450507991,14490.031311514018,10780.840247047252,11232.563793264364,14412.68550663431,10746.80367330508,11062.185880425921,14794.983737752842,11399.233183581002,11384.34824506152,14713.72885485834,10916.926707709188,10924.332493454101,15033.268663866667,11164.786922176587,10925.277103914354,14848.864165949302,11033.484549879211,10974.428916328665,14711.504077358813,11268.241531355974,11048.19154405131,14935.482415939357,11079.143636876042,10843.431145359045,14897.87830158862,11071.938326200085,12030.021155608407,15016.926497244143,11411.557581679042,11348.229018780383,15459.960381532977,10881.040399578185,11162.850791158022,15492.64058329557,11727.511520303684,11167.299131037642,15073.55330434916,11774.079467486888,11796.813003156005
Butter,Jelly Filled,Coffee,Apricot,Citrine,Fickelgruber,4543.291772944578,2555.829490698287,2622.3664496999004,2771.1945056979484,2912.824267218808,3067.8867644788716,5895.942668627436,3360.360701489925,3265.8239750838757,3434.2656741248848,3529.5213381184285,3680.133968262558,7100.225564832921,3901.852871664809,4126.3473280123735,4003.1951717547813,4348.002203189921,4398.636854077919,8439.375031987109,4431.290863459723,4514.352120012987,4765.921482939001,4910.468368740614,5188.487740760069,9780.834141049725,5327.090982019222,5481.816061070171,5441.811907826844,5618.9821136545615,6057.969039643137,11193.306068146474,6173.494602694362,6018.826209925343,6316.124095989794,6372.40525518823,6323.664129987684,12541.468961103203,6507.466658662504,6854.942377235055,7052.69976588271,7173.051520189231,7088.145675366486,13866.521174362098,7417.622349953293,7211.210973034068,7682.807545728738,8114.069088473567,7795.821220470728,15223.961577644019,8270.013039873942,8346.074546482223,8786.259679183091,8133.5241424450005,8669.982103063136,16605.682619323066,8515.318528104053,8900.800033862479,9201.089930943179,9275.72814203679,9179.106576116515,18300.57128274426,9261.43036303425,9603.237084257158,10118.542422126404,10075.833526483693,10159.606527056547,19534.5461169231,10375.399706757693,10326.844872912925,10357.019973022158,10973.191870176779,11299.134057563422,20447.91885565052,11336.31244649349,11411.921252066795,11410.479327902556,11022.64123404562,12016.929340798266,21993.224363258447,11324.824462175935,11874.23727090495,11981.983190434405,12439.098486485827,12472.49106550481,22618.20596965147,12530.666833063187,12633.43629594289,12714.770705697061,12965.068032754187,13125.309102695921,24917.2633726422,13197.600425083794,13384.926860146683,13538.036894349389,13493.562513452134,13926.289191225726,25922.296890684866,13540.058481448228,14192.940085443526,13942.86721250538,14545.341015566128,14420.741431621025,27705.27558563994,14688.309907291372,14449.304125226485,15337.34745959361,14548.817565110112,15244.316506684878,29000.25761902175,15009.410825645738,14811.93434307303,15601.840614486202,16256.132121986098,15501.516003510831,29585.663852646405,16077.17997174367,15317.132021142186,16185.882564235266,16741.973514149453,16296.276035300756,30625.01188120083,16512.15407975863,16656.668983942436,17080.896323480858,17006.64464094575,16972.49791963027,32183.676603925174,17023.60805595333,17224.289384177926,17405.482106304204,17750.96899643088,17333.22609678733
Pound,Chocolate Outer,Orange Brandy,Ginger Beer,Slate,Zebrabar,1177.9562134915702,854.5484203023509,788.0522136097175,890.8115521554386,1041.8186205827421,982.1831316068375,1462.0594148994564,1164.789037142376,950.2554995930599,1185.6106677874911,1240.0866264519664,1193.2924041663105,1696.6917404161532,1451.2518461029176,1223.8232873439656,1011.0417623263226,1438.1238259360025,1730.802702990287,1928.1705229650336,1525.212507259078,1298.6089627828146,1615.6565456699261,1666.6529714880505,1846.5415940244015,2414.2928519887214,1505.977418266277,1764.2528295954132,2228.1194593502382,1941.5900521551011,1740.7210992500618,2635.4753769503686,1769.8408232617633,2054.91179042726,1951.6553035691811,1917.812787527892,2325.9094952690702,3143.434638643398,2198.6132729557908,2337.3237527969354,2135.7810244748407,1680.9653140711741,1947.2030124359435,2577.127133950907,2200.7708776919962,3024.50738204653,2466.408948881172,2477.6304912252035,2463.8249599497626,4152.457429475801,2311.390267769404,2283.5880924031094,2915.4368804098763,3439.3955979278417,2772.608742820089,3827.590468721744,2804.244022095303,3259.035701663204,1966.2036605629817,3103.6012628883477,3828.6017906324973,3526.9946039626298,3131.9294604969054,3806.9220135725886,4244.240307639685,4354.657035039008,3284.674643652015,4785.494162381259,3430.4620362744554,3206.800449012028,4164.52440433177,3385.4662889486076,4467.729811617783,4490.105977948852,3128.259808612393,3299.2242105019377,3430.8533512394806,3288.4702693976615,4412.71994170536,4616.451887779993,4888.886696653956,3987.3806375847553,3880.972109398001,4252.528825889759,2918.934022658499,5944.977347406502,3804.0811872810186,4847.830417922674,3444.715689247586,3917.9534950765187,4791.679868036095,6058.831962956159,4187.0879624529625,4064.651540357924,4981.553807443913,4021.4050083514394,5401.01146874636,6551.219438635013,3589.2268841597024,3192.0614500712823,5944.803896722681,4731.786280493973,5204.579453858145,6626.069370651993,4645.558724593568,5509.643563535892,3824.1325631358663,4717.694422261957,4476.263843112563,7912.325124962796,5197.8437820038935,5673.436978611247,5111.03132551998,4590.441946486422,4427.122178919687,6854.345142057958,3965.620602745448,6480.427027361784,5250.391720905141,4405.775294792435,5940.019610531129,7548.232632194112,5427.94583951762,4603.830748416068,5854.857269320148,6138.069696082291,4972.757442933454,7617.504860661492,6651.867524605427,6692.960704605788,6355.239501981213,5218.420546654548,5871.835888477509
Cheese,Chocolate Outer,Lemon Custard,Kiwi,Slate,Perk-a-Cola,9016.415376772238,6622.608152646454,6746.785795078482,7183.186331067914,7275.425138479556,7518.638762169352,8812.091918179152,7334.40757193594,7197.042747126138,7969.099354378299,8411.28498618615,7447.216990873045,9161.303257035523,7998.798570299164,7424.118740542341,7965.9325032285815,8033.52821965553,8063.230635541989,10370.962683981572,9153.49701784426,8996.000222033848,8006.37700188529,8302.64887184442,8994.68677676952,10451.024815420034,8854.41257593677,8362.727083651896,9044.012601678292,8989.245906877108,9267.790211069225,10210.908064525518,9459.34517047474,8973.702650480729,9480.556142187961,9133.288411303443,9626.43587359577,10459.381916725615,9167.630549108862,9262.849260500041,9134.46087084856,9580.791494797524,10177.26403112519,11395.491729715533,9387.940288396992,9476.713592201346,9195.893543645392,9400.758504787716,9836.301361450656,11375.947405931196,9653.629061914964,9815.61740586946,9760.620555892232,10215.160551917128,9627.755712664264,11229.900578565677,9983.303317145856,10410.552979270009,9901.334975966962,9451.55924349757,9706.813233321724,11234.43557731494,10529.435763559752,10110.584127300732,10208.436878948845,9428.190380560975,9510.957203071795,12580.482606545007,10400.153924349019,9862.14384674428,9599.186572185454,10065.063381476488,9891.902816753474,12364.179807222257,11150.938006973365,10420.957645813172,9673.524899909246,10765.195787056511,10065.265231335065,12734.181078011678,10294.284140782656,10453.323102746315,10624.948339601811,10498.136675237678,11115.602565381605,12083.6622754867,11250.211964965236,10733.245660997187,10128.02355837641,10170.426823119498,10943.69093366756,12187.542945672529,11175.621804588583,10673.135469835475,10697.462960008372,11905.98789453646,10641.639178335308,13044.37609960008,11757.697435736223,10430.185736253288,9952.009642651763,10700.437256584715,11344.350622262351,13853.50718653232,10941.783022413232,10733.19763957958,11049.563536143847,11619.626262766144,10279.886991657617,14175.509309555351,11410.051932296336,10977.760622332207,10315.933117076002,10865.637555403177,11763.799424120023,12981.029840562413,10931.45941292638,11163.379196857746,11425.542892623063,11281.982551519957,10897.967020227812,14402.662563620597,13097.851474848127,11700.29541201497,10678.143416249428,12269.691891432387,11684.442505325487,13785.35186658821,12086.511482350947,10535.41955004645,11090.51328258217,12574.354204431864,11747.48545031711
Chiffon,Jelly Filled,Wintergreen,Mango,Olive,Slugworth,11170.510011550248,5646.955574743202,5750.361931424767,5566.115615507537,5661.361493716889,5690.4403451841235,11046.356512652788,5627.0265480502485,5536.729511102865,5462.804770830253,5671.238001207982,5622.634270118859,11096.440770735237,5646.548318225578,5652.934605458597,5525.517955637094,5454.9651988378355,5750.649467706339,11346.34668404184,5588.761593347287,5650.9063102180235,5647.396886358523,5721.548433948611,5741.673112109397,11157.650135058057,5588.89911512903,5652.4681060203575,5580.820112888566,5529.471764303444,5684.554253337927,11403.82308700289,5495.62837203345,5773.8777790644235,5592.5364472368,5748.075542600558,5574.352016090361,11249.28895356383,5594.980475318529,5566.7048178443365,5786.912137839043,5693.1202425308375,5598.40462928257,11391.193918016503,5724.986420400867,5538.8008110619585,5520.684507667939,5672.5909992984625,5558.34059045149,11344.293869201943,5815.718473110244,5581.847788770511,5671.36328944676,5610.21393012062,5412.904706044637,11327.49559111952,5565.879568630726,5631.8668022897045,5566.925672555488,5614.563087183134,5563.138246136872,11224.941152719633,5660.420971096689,5424.278188918874,5596.16187768883,5646.141777720128,5537.600135219163,11219.028347147818,5446.253715272448,5616.7187130562,5675.112590288503,5737.769847855857,5700.609430573589,11236.657952811338,5781.039593665262,5601.161479484581,5541.749723541425,5506.524525365265,5570.120851592463,11354.956671933285,5726.625850577438,5699.477543152742,5686.134826476772,5474.222849309036,5773.735891013028,11209.956485388453,5681.556679554355,5508.19834499324,5481.889096555256,5587.174548985036,5662.447430543966,11068.28923964295,5622.020476257163,5464.219528922812,5579.394515385099,5533.319728987759,5737.159489258897,11236.15948847671,5588.984912961668,5668.394642239433,5533.882425019789,5567.974705643082,5746.582746197277,11264.017429518999,5637.202570211177,5716.552054943886,5583.071955298553,5539.550416815091,5420.460188175511,11315.970285038951,5657.7261977204535,5537.722442641373,5589.221426923209,5676.9024252824665,5666.732048186382,11185.7150621697,5784.312897052911,5552.516767056868,5495.563068649216,5618.057332376511,5466.035156611207,11441.86035702132,5600.930046088772,5738.871786480921,5761.930566640187,5573.93182182954,5631.908897229232,11470.800681896037,5747.999157216956,5564.650610720808,5557.435832312405,5777.944359791343,5594.394148087647
Cheese,Chocolate Outer,Grand Mariner,Tangerine,Teal,Perk-a-Cola,28937.30525532324,21868.670104006254,22619.041039460226,22279.576987373952,30154.06813830923,23319.085780370544,23083.067043834704,23617.599325770647,31513.646200819396,24420.355502909842,25175.712895404955,24352.20461171916,33017.666203716006,24852.119775562343,25466.950997626172,24705.64026187311,33354.39473669716,26154.540882113022,26095.656378107244,26542.474146312456,35164.386039800214,26333.865204475063,26866.757216593833,27385.790391855808,36491.97354407423,27729.229456673755,27200.59506003723,27617.221739316625,36906.267514256426,27925.598031316917,28527.26757293081,28067.97319926098,37857.59168862817,28283.25463980416,28607.588286951384,29663.496400975186,38293.52736951524,29493.278995604636,28742.47924411574,29464.532938796063,38623.713639798734,29865.516861122043,30050.492912229216,29247.829918636646,39220.93791972677,29609.98481992607,30686.889658874352,30315.65953959295,39075.702059226795,30710.022477404447,30957.848305549192,30497.778489379667,40985.03000551238,31571.702139979516,31198.531710062645,31008.765305090223,40578.79676234234,30778.803268953983,31381.953628025636,31492.056310153617,41506.84161350712,31778.823445927686,31872.27512737195,31212.98356058912,41616.397116490996,32215.077013395578,31592.31018240568,31942.208603189974,42611.17637332557,32720.21402226512,32822.41229354004,32402.231305680438,42757.1662766568,32309.020842370493,32067.28769455738,32291.930977739645,43455.393158519255,33181.12795614362,33630.71831388219,32414.947554717928,43597.18966364741,33651.24838381878,33509.06383043375,33417.09178881706,43611.21313517205,33805.51882961818,32519.63640598803,33959.40629084407,45041.63228336975,34083.843525318734,33912.91344501365,33541.31145867361,45960.22327778806,34763.455839624534,33959.267621604384,33952.963437605824,45662.57124782687,35304.00676919313,33853.39929748815,34679.47751708301,45415.30280628902,34701.78472075766,33824.5781918432,33893.15039714099,46362.42344213422,34128.96355330867,34299.20982029694,34438.298005666664,46041.78776837362,34959.617813081735,35024.455531961066,34547.55355653246,46003.52171759177,34872.49208366575,34984.10280329345,35039.70109172449,46432.313433445415,35822.16186986508,35683.469822121275,37173.4850309106,46256.854534268095,34846.43827090433,36062.024333554924,36074.592157714,47125.92102168789,36494.18503638672,35587.07349943544,35787.15549335446,48323.04219654856,35771.43362622856,36187.538942249055,35354.68755375431
Sponge,Jelly Filled,Doughnut,Apricot,Slate,Slugworth,9985.889413877498,6608.39337704117,6568.467853577015,6827.623230409976,6804.783556457589,6707.860119136529,9947.509568464213,6596.39053335777,6729.868924962865,6720.344883300541,6880.236304087032,6725.127418337724,10042.851081957733,6611.4819150479425,6775.877479192989,6753.352451521795,6950.58930513133,6549.147731154917,9977.467734980448,6791.763209602393,6733.776524321685,6678.105093553674,6593.3602635924435,6612.46754315339,10085.55151137859,6723.929223333598,6748.515993490036,6660.039515601957,6689.981619149118,6657.276293948368,9893.089927768355,6790.4385746886,6653.563025064061,6677.704052189778,6742.454237262892,6624.8116507838895,9865.474864167734,6586.499932021565,6796.858827538671,6682.949550740898,6824.312011811498,6818.176454889123,10030.844068519606,6610.344109430623,6912.167138410426,6622.468282120649,6869.273974941957,6658.706180414942,10144.042114228547,6514.151303164599,6685.90279250001,6714.59605472777,6646.153506165201,6705.874475600528,9986.052981881347,6792.409421939404,6824.797822591299,6677.92582910043,6654.64107954981,6763.959230413286,10181.773180870938,6704.020783327754,6656.298527209864,6821.40438587951,6663.2546613834875,6906.937391571107,10066.53738562899,6610.3135498346755,6659.734211405712,6661.1061410544535,6598.397189821404,6592.567889223772,10138.288265701147,6710.196115563607,6618.527737424332,6733.530674937556,6569.444482718381,6731.162725915244,10073.734001330862,6726.68034913905,6760.300346391654,6722.72706658754,6700.957710005392,6786.835768961551,9961.057717295571,6674.985713039332,6546.217003261545,6709.646047064238,6544.306585753703,6587.692079613743,9914.668240971723,6659.599359190374,6484.515658849668,6748.987348223962,6695.012376262809,6635.76042393484,10097.310199732616,6629.109660712073,6467.255683722617,6606.826896668803,6647.990608593913,6568.973603606869,10073.189503894922,6854.7646942866,6674.985621978196,6789.146948529078,6640.926188167127,6662.750877054083,9986.425980475504,6783.21264286462,6661.633823336378,6822.056868041112,6805.238224983867,6739.534713963304,9970.258666217265,6819.626981590306,6593.755294702283,6869.394046417322,6560.891994793799,6720.059451594941,9973.708347050695,6608.078222473636,6773.304714661997,6464.897913825012,6512.258220015708,6747.663513664966,9913.631711008371,6685.505491200421,6669.337281246724,6507.830798136934,6659.144739908788,6652.131388852213
Tiramisu,Chocolate Outer,Blueberry,Butter Rum,Citrine,Fickelgruber,3671.417036702738,3096.8145140461083,3181.290787514107,4387.847000109952,3490.407175938823,3587.7498580310717,5013.148345622994,3944.3676000721953,4070.4184282040837,5494.543088699211,4185.148619111634,4339.4487127165485,5932.9297472160915,4826.145667133237,4661.720316198275,6514.009205377267,5322.756188523369,5092.540718718798,7258.343853763905,5517.564934557876,5535.668375039371,7730.886741284539,6110.883167776229,6158.745018585902,8251.563636422523,6640.79022388492,6595.610875221805,8874.022331260676,7101.999849650293,7055.405595152091,9521.297413734523,7203.145654476095,7495.846510960741,9994.874124506972,7861.012607336057,8149.31845142171,10641.565494753704,8170.0175996530925,8593.473156675718,11303.420638423755,8524.990455635623,8948.837013089085,11698.351818120038,9431.276637670586,8938.514507960344,12579.159666752304,9510.451955763612,9396.675237347843,13173.715487448793,9937.65934230137,9944.109812293063,13721.18366874156,10114.942952937148,10473.267081581947,14405.237897870898,10863.936936098635,10714.817543352616,14744.228309302844,11234.677990801147,11524.566155092754,15476.982119087237,12049.752491109552,11312.422523353705,15816.396089076248,12474.033965731745,12516.172190270832,16083.419779652264,12565.045416623472,13116.922850467048,17026.67864506037,12901.428601556456,13187.874060926359,17617.34419105665,13692.093665810935,13615.525554954698,18088.18878184446,13587.1765279355,13727.293914502741,18821.467475346188,14342.443218258279,14475.798404256604,18918.78888937555,14457.572656780207,14701.927590652362,19605.73437947663,14818.720195128531,15676.685122711451,20114.380664978085,14976.001664432593,15683.855762491417,21077.930045225283,16141.012254401463,16046.45425833765,21404.517753287066,16435.945802916685,16277.675515920968,22021.482912464187,16910.961907089528,17197.62103493111,22155.25952193273,17032.02331270713,17620.01114517141,23297.3198659856,17790.31359536531,17470.058727604483,23581.65800767251,18088.374627820165,17928.337092170903,24206.712135470538,18915.668344879283,18775.867025667416,24731.786363214665,19246.77378185353,18829.569229994893,25492.800279127885,19750.674305319255,19698.699963598963,25904.325240537037,19737.531545030473,20007.953636872044,26548.815524318852,20253.971417560933,20551.242474391587,26621.73723131907,21153.242972696164,21410.333442874035,27147.933405402528,20961.190180480757,21462.527339356213,28629.973228835042,21386.23064659756,20966.143856067207
