base_cake,truffle_type,primary_flavor,secondary_flavor,color_group,ebit_per_hr
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.3896615370341784
Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.38760145896962345
Sponge,Chocolate Outer,Orange,Black Currant,White,0.38753351490102067
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.3863933093944818
Sponge,Jelly Filled,Sassafras,Papaya,Opal,0.38519781822097027
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.3849216612640737
Sponge,Chocolate Outer,Orange,Black Currant,White,0.38240809662139347
Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.3816040031092523
Sponge,Jelly Filled,Sassafras,Papaya,Opal,0.3815837380009421
Sponge,Jelly Filled,Sassafras,Papaya,Opal,0.38110264727283755
Sponge,Jelly Filled,Sassafras,Papaya,Opal,0.38076305337214905
Sponge,Jelly Filled,Lemon Custard,Tangerine,Citrine,0.3804112455309082
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.3794805349292386
Sponge,Chocolate Outer,Orange,Black Currant,White,0.37918057352487383
Sponge,Chocolate Outer,Orange,Black Currant,White,0.3785095596341011
Sponge,Chocolate Outer,Orange,Black Currant,White,0.37482662303791486
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.37403929209860814
Sponge,Jelly Filled,Lemon Custard,Tangerine,Citrine,0.37334365016996596
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.3728272884243232
Sponge,Jelly Filled,Sassafras,Papaya,Opal,0.3728009320335509
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.37178081731840706
Sponge,Jelly Filled,Creme de Menthe,Pear,Opal,0.3711570501926993
Sponge,Chocolate Outer,Orange,Black Currant,White,0.37025875236754263
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.36728282890524266
Sponge,Jelly Filled,Creme de Menthe,Pear,Opal,0.36653904149587047
Sponge,Chocolate Outer,Orange,Black Currant,White,0.3665343054872089
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.3638869731317006
Sponge,Jelly Filled,Sassafras,Papaya,Opal,0.36279462414645164
Sponge,Chocolate Outer,Orange,Black Currant,White,0.36262318801321985
Sponge,Jelly Filled,Sassafras,Papaya,Opal,0.3614433446103025
Sponge,Jelly Filled,Sassafras,Papaya,Opal,0.36043999605289373
Sponge,Jelly Filled,Lemon Custard,Tangerine,Citrine,0.3604197614894104
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.35935071664045537
Sponge,Chocolate Outer,Orange,Black Currant,White,0.35893208842555624
Sponge,Chocolate Outer,Orange,Black Currant,White,0.35816880333362894
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.35707573223921896
Sponge,Jelly Filled,Creme de Menthe,Pear,Opal,0.3554667345298173
Sponge,Jelly Filled,Sassafras,Papaya,Opal,0.35528859794906903
Sponge,Jelly Filled,Creme de Menthe,Pear,Opal,0.3546039088790856
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.35453689017480394
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.35350843616244293
Sponge,Chocolate Outer,Orange,Black Currant,White,0.350700018537124
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.35053607693622146
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.3504575498356875
Sponge,Jelly Filled,Sassafras,Papaya,Opal,0.3501756029506776
Sponge,Jelly Filled,Creme de Menthe,Pear,Opal,0.3501249073294932
Sponge,Jelly Filled,Creme de Menthe,Pear,Opal,0.34998013377372045
Sponge,Jelly Filled,Creme de Menthe,Pear,Opal,0.34965953194369714
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.3480175299206652
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.34745655574463097
Sponge,Jelly Filled,Lemon Custard,Tangerine,Citrine,0.3473183817402102
Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.3468044444505186
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.34558346434776627
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.34556306875540665
Sponge,Jelly Filled,Creme de Menthe,Pear,Opal,0.3441440044862102
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.3437822608180773
Sponge,Jelly Filled,Sassafras,Papaya,Opal,0.3431711055903029
Sponge,Chocolate Outer,Orange,Black Currant,White,0.3420840132052461
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.3406334356289051
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.3370997344257941
Sponge,Jelly Filled,Creme de Menthe,Pear,Opal,0.33428811515552875
Sponge,Jelly Filled,Creme de Menthe,Pear,Opal,0.3341784056080182
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.33303402948367167
Sponge,Jelly Filled,Sassafras,Papaya,Opal,0.33174387818406387
Sponge,Chocolate Outer,Orange,Black Currant,White,0.33144962049671234
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.33125692874279006
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.32984934414348666
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.3289990375983238
Sponge,Chocolate Outer,Orange,Black Currant,White,0.3285621234621835
Sponge,Jelly Filled,Sassafras,Papaya,Opal,0.3279628227898115
Sponge,Jelly Filled,Creme de Menthe,Pear,Opal,0.3267024378219656
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.3262251078348041
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.3259320796579167
Sponge,Jelly Filled,Sassafras,Papaya,Opal,0.324781085558018
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.3246574596621453
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.3223766490355997
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.32232889783350493
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.32218781534632457
Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.32198884056964766
Sponge,Chocolate Outer,Orange,Black Currant,White,0.32076790768447744
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.3198983432164751
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.31942846487022125
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.31875545330661165
Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.31803320283328884
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.3172588375139568
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.31693991699835333
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.31668538329
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.3138109191391195
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.313515219434631
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.31293761169347084
Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.3123438160958196
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.3114445358240508
Sponge,Jelly Filled,Sassafras,Papaya,Opal,0.31051734214592597
Sponge,Chocolate Outer,Orange,Black Currant,White,0.30794650247571814
Sponge,Jelly Filled,Sassafras,Papaya,Opal,0.3076465410962793
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.3067530178897026
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.3052089893491628
Sponge,Jelly Filled,Sassafras,Papaya,Opal,0.30449806479267016
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.3034400839688344
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.30169594987004694
Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.30155313259537203
Sponge,Jelly Filled,Sassafras,Papaya,Opal,0.3002742801364752
Sponge,Jelly Filled,Sassafras,Papaya,Opal,0.30012977108964817
Sponge,Chocolate Outer,Orange,Black Currant,White,0.2990923085534126
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.29601103656902467
Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.29530916590056283
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.29498155243807445
Sponge,Chocolate Outer,Orange,Black Currant,White,0.2939798515084662
Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.29381521389426396
Sponge,Chocolate Outer,Orange,Black Currant,White,0.2924206590062903
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.291888771809839
Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.29157699301218776
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.29139107649334905
Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.290285040272528
Sponge,Jelly Filled,Sassafras,Papaya,Opal,0.28980494823209085
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.28818819164182446
Sponge,Jelly Filled,Chocolate Mint,Whipped Cream,Taupe,0.2879977808272865
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.2874633143220213
Sponge,Jelly Filled,Sassafras,Papaya,Opal,0.28646396188401085
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.2863787306305289
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.28566577793820114
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.2852342963036323
Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.2849191220821859
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.2845722810959455
Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.28413078449051066
Sponge,Jelly Filled,Sassafras,Papaya,Opal,0.28391230871734496
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.28301460022463865
Sponge,Chocolate Outer,Orange,Black Currant,White,0.2830099860215568
Sponge,Chocolate Outer,Orange,Black Currant,White,0.2822739003029708
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.28088399435732103
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.28073309407147695
Sponge,Jelly Filled,Sassafras,Papaya,Opal,0.2783950596970774
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.2781421752961997
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.27769820785567106
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.2776288847885096
Sponge,Jelly Filled,Sassafras,Papaya,Opal,0.2768265813101337
Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.276749211426739
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.27635601917386116
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.27558259714619426
Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.27394212679866514
Sponge,Chocolate Outer,Orange,Black Currant,White,0.2739082735520322
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.2736470179153953
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.27354039273434283
Sponge,Jelly Filled,Sassafras,Papaya,Opal,0.27223926363782475
Sponge,Chocolate Outer,Orange,Black Currant,White,0.27134277914209437
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.27069452685116574
Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.26951639731224364
Sponge,Chocolate Outer,Caramel Cream,Rock and Rye,Slate,0.269065611273001
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.26892143243372035
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.26880378270741573
Sponge,Chocolate Outer,Orange,Black Currant,White,0.26856237401454536
Sponge,Chocolate Outer,Orange,Black Currant,White,0.2681738700981222
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.26808959335698246
Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.2679169800052237
Sponge,Chocolate Outer,Orange,Black Currant,White,0.26787218371367155
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.26778301277032696
Sponge,Jelly Filled,Sassafras,Papaya,Opal,0.26771922540119153
Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.2670066716702145
Sponge,Jelly Filled,Chocolate Mint,Whipped Cream,Taupe,0.2658539632641275
Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.2655424804725575
Sponge,Chocolate Outer,Caramel Cream,Rock and Rye,Slate,0.26505193495063933
Sponge,Jelly Filled,Sassafras,Papaya,Opal,0.26495927865054125
Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.2645233828359869
Sponge,Chocolate Outer,Orange,Black Currant,White,0.26448334148141056
Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.26328764869294047
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.26325772565913447
Sponge,Chocolate Outer,Caramel Cream,Rock and Rye,Slate,0.26279730635870885
Sponge,Chocolate Outer,Orange,Black Currant,White,0.2625310928843829
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.26086366884898615
Sponge,Jelly Filled,Chocolate Mint,Whipped Cream,Taupe,0.25971017413103836
Sponge,Chocolate Outer,Orange,Black Currant,White,0.25800804651102
Sponge,Chocolate Outer,Caramel Cream,Rock and Rye,Slate,0.2576344885138994
Sponge,Jelly Filled,Sassafras,Papaya,Opal,0.25701756335626486
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.2562711491910969
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.2552221175145759
Sponge,Chocolate Outer,Orange,Black Currant,White,0.2538063924455865
Sponge,Chocolate Outer,Orange,Black Currant,White,0.2534072405904941
Sponge,Chocolate Outer,Caramel Cream,Rock and Rye,Slate,0.25318277910707554
Sponge,Chocolate Outer,Orange,Black Currant,White,0.252132449472587
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.25184596843798734
Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.2500266971135478
Sponge,Chocolate Outer,Orange,Black Currant,White,0.24929067718176756
Sponge,Chocolate Outer,Caramel Cream,Rock and Rye,Slate,0.24920738482184873
Sponge,Chocolate Outer,Caramel Cream,Rock and Rye,Slate,0.24895219222260676
Sponge,Jelly Filled,Sassafras,Papaya,Opal,0.24839058184960225
Sponge,Chocolate Outer,Orange,Black Currant,White,0.24776936492930535
Sponge,Chocolate Outer,Caramel Cream,Rock and Rye,Slate,0.24666919241268387
Sponge,Chocolate Outer,Orange,Black Currant,White,0.2451194457981316
Sponge,Jelly Filled,Sassafras,Papaya,Opal,0.2445577605016957
Sponge,Chocolate Outer,Caramel Cream,Rock and Rye,Slate,0.244253758899266
Sponge,Jelly Filled,Chocolate Mint,Whipped Cream,Taupe,0.24392888454294867
Sponge,Chocolate Outer,Caramel Cream,Rock and Rye,Slate,0.24361412871898536
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.24315328552939855
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.24238957048718174
Sponge,Chocolate Outer,Orange,Black Currant,White,0.24158321536605823
Sponge,Jelly Filled,Chocolate Mint,Whipped Cream,Taupe,0.2413619946428394
Sponge,Chocolate Outer,Caramel Cream,Rock and Rye,Slate,0.23962191743981
Sponge,Chocolate Outer,Caramel Cream,Rock and Rye,Slate,0.23955297933651687
Sponge,Jelly Filled,Sassafras,Papaya,Opal,0.2393799243375011
Sponge,Chocolate Outer,Orange,Black Currant,White,0.23936934847685964
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.23906105471913153
Sponge,Chocolate Outer,Orange,Black Currant,White,0.23833140050554344
Sponge,Chocolate Outer,Caramel Cream,Rock and Rye,Slate,0.23815939468737543
Sponge,Jelly Filled,Sassafras,Papaya,Opal,0.23694423642026777
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.23685545826067175
Sponge,Jelly Filled,Chocolate Mint,Whipped Cream,Taupe,0.23630514970213998
Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.23624699944773514
Sponge,Jelly Filled,Chocolate Mint,Whipped Cream,Taupe,0.2358246499346568
Sponge,Jelly Filled,Cheesecake,Whipped Cream,Rose,0.23534194889831533
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.2342384998219277
Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.23409281968439935
Sponge,Chocolate Outer,Caramel Cream,Rock and Rye,Slate,0.23390720714007318
Sponge,Jelly Filled,Chocolate Mint,Whipped Cream,Taupe,0.2338905049890806
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.2321465719639849
Sponge,Jelly Filled,Chocolate Mint,Whipped Cream,Taupe,0.23194790576286214
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.23079451248383784
Sponge,Jelly Filled,Sassafras,Papaya,Opal,0.23068491536572477
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.23060660319799306
Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.22930977537319863
Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.22901647734841274
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.2290084654211172
Sponge,Chocolate Outer,Orange,Black Currant,White,0.22702146237567444
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.22695770858332612
Sponge,Chocolate Outer,Caramel Cream,Rock and Rye,Slate,0.22687609515331375
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.22680111942104672
Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.22640787006732285
Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.22571030510252824
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.2249262253629882
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.22396802180791986
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.222819353849605
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.2217568688092286
Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.2217292827933792
Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.2210333999125971
Sponge,Chocolate Outer,Caramel Cream,Rock and Rye,Slate,0.2209686686882179
Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.22028298209710323
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.21985020708185032
Sponge,Chocolate Outer,Caramel Cream,Rock and Rye,Slate,0.2175272631671525
Sponge,Chocolate Outer,Caramel Cream,Rock and Rye,Slate,0.21599706720958237
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.21593883060220134
Sponge,Chocolate Outer,Caramel Cream,Rock and Rye,Slate,0.21507294920446432
Sponge,Chocolate Outer,Orange,Black Currant,White,0.21415245188908227
Sponge,Chocolate Outer,Caramel Cream,Rock and Rye,Slate,0.21325341580083826
Sponge,Chocolate Outer,Orange,Black Currant,White,0.21127146556458853
Sponge,Chocolate Outer,Caramel Cream,Rock and Rye,Slate,0.21095616741689316
Sponge,Chocolate Outer,Orange,Black Currant,White,0.21015281328699625
Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.2096253939905355
Sponge,Chocolate Outer,Orange,Black Currant,White,0.20932688455080523
Sponge,Chocolate Outer,Orange,Black Currant,White,0.20788005349852146
Sponge,Chocolate Outer,Orange,Black Currant,White,0.20676324450417136
Sponge,Jelly Filled,Chocolate Mint,Whipped Cream,Taupe,0.20531861621999306
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.20463376881496195
Sponge,Jelly Filled,Chocolate Mint,Whipped Cream,Taupe,0.20412218060727735
Sponge,Jelly Filled,Chocolate Mint,Whipped Cream,Taupe,0.20402942653272418
Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.20313639316257887
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.20283805614774855
Sponge,Chocolate Outer,Orange,Black Currant,White,0.2024094906072513
Sponge,Chocolate Outer,Orange,Black Currant,White,0.20209959318128698
Sponge,Jelly Filled,Chocolate Mint,Whipped Cream,Taupe,0.20113165242279082
Sponge,Jelly Filled,Cheesecake,Whipped Cream,Rose,0.20102106025348823
Sponge,Jelly Filled,Chocolate Mint,Whipped Cream,Taupe,0.20084677309985463
Sponge,Chocolate Outer,Caramel Cream,Rock and Rye,Slate,0.20078947183121854
Sponge,Jelly Filled,Chocolate Mint,Whipped Cream,Taupe,0.2007698124078804
Sponge,Chocolate Outer,Orange,Black Currant,White,0.1993830926476419
Sponge,Chocolate Outer,Orange,Black Currant,White,0.19925938626369577
Sponge,Jelly Filled,Chocolate Mint,Whipped Cream,Taupe,0.19818260782203645
Sponge,Jelly Filled,Chocolate Mint,Whipped Cream,Taupe,0.19610829212345968
Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.1958556307920684
Sponge,Chocolate Outer,Caramel Cream,Rock and Rye,Slate,0.19443124549526047
Sponge,Jelly Filled,Chocolate Mint,Whipped Cream,Taupe,0.19042979264072515
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.1903321300288459
Sponge,Chocolate Outer,Orange,Black Currant,White,0.1891704312757938
Sponge,Jelly Filled,Chocolate Mint,Whipped Cream,Taupe,0.1891380405317853
Sponge,Chocolate Outer,Caramel Cream,Rock and Rye,Slate,0.1888114858157625
Sponge,Jelly Filled,Chocolate Mint,Whipped Cream,Taupe,0.18711601007369605
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.1865078394514218
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.18552072812596004
Sponge,Chocolate Outer,Caramel Cream,Rock and Rye,Slate,0.18459809886744227
Sponge,Chocolate Outer,Caramel Cream,Rock and Rye,Slate,0.18391304992281657
Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.18228622950351545
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.18224571832535957
Sponge,Chocolate Outer,Caramel Cream,Rock and Rye,Slate,0.18216783467703268
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.18129952686054968
Sponge,Jelly Filled,Cheesecake,Whipped Cream,Rose,0.18017947584574978
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.17947804838268477
Sponge,Jelly Filled,Chocolate Mint,Whipped Cream,Taupe,0.17939587611917973
Sponge,Jelly Filled,Chocolate Mint,Whipped Cream,Taupe,0.17861624040967083
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.178246500412934
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.17813963582613418
Sponge,Chocolate Outer,Caramel Cream,Rock and Rye,Slate,0.17773333836022237
Sponge,Jelly Filled,Sassafras,Papaya,Opal,0.17766743613518185
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.17736297443886945
Sponge,Chocolate Outer,Plum,Ginger Beer,Tiffany,0.17393358539168707
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.17391393764009655
Sponge,Chocolate Outer,Caramel Cream,Rock and Rye,Slate,0.1728018562821746
Sponge,Jelly Filled,Cheesecake,Whipped Cream,Rose,0.17187365940510388
Sponge,Chocolate Outer,Orange,Black Currant,White,0.1717159536690211
Sponge,Jelly Filled,Chocolate Mint,Whipped Cream,Taupe,0.17147474618860192
Sponge,Chocolate Outer,Orange,Black Currant,White,0.1709662686574874
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.17002671561411076
Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.16992683832938518
Sponge,Chocolate Outer,Caramel Cream,Rock and Rye,Slate,0.16952911661116735
Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.1681463511880438
Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.1670672858816671
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.16706148440774227
Sponge,Chocolate Outer,Caramel Cream,Rock and Rye,Slate,0.1669335667856042
Sponge,Jelly Filled,Cheesecake,Whipped Cream,Rose,0.16618813992679682
Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.16564645944031836
Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.164679509755589
Sponge,Chocolate Outer,Orange,Black Currant,White,0.16453844998915926
Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.1642390994996848
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.1638292498931122
Sponge,Chocolate Outer,Caramel Cream,Rock and Rye,Slate,0.1631469234929831
Sponge,Chocolate Outer,Caramel Cream,Rock and Rye,Slate,0.16312620391885338
Sponge,Jelly Filled,Chocolate Mint,Whipped Cream,Taupe,0.1617302093920971
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.16134089685155587
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.1603699856482125
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.16027419189260625
Sponge,Chocolate Outer,Caramel Cream,Rock and Rye,Slate,0.16009583897717775
Sponge,Jelly Filled,Chocolate Mint,Whipped Cream,Taupe,0.15972666151421955
Sponge,Chocolate Outer,Plum,Ginger Beer,Tiffany,0.15937077996247279
Sponge,Chocolate Outer,Caramel Cream,Rock and Rye,Slate,0.15814867378625724
Sponge,Jelly Filled,Chocolate Mint,Whipped Cream,Taupe,0.15803812531247724
Sponge,Jelly Filled,Chocolate Mint,Whipped Cream,Taupe,0.15801482872122072
Sponge,Jelly Filled,Cheesecake,Whipped Cream,Rose,0.15742813511407017
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.15684810699681384
Sponge,Chocolate Outer,Caramel Cream,Rock and Rye,Slate,0.15640274559377915
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.1559425165984149
Sponge,Chocolate Outer,Plum,Ginger Beer,Tiffany,0.15536202639302724
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.15525479921478846
Sponge,Jelly Filled,Chocolate Mint,Whipped Cream,Taupe,0.1546469002264859
Sponge,Jelly Filled,Cheesecake,Whipped Cream,Rose,0.15437057941164115
Sponge,Chocolate Outer,Caramel Cream,Rock and Rye,Slate,0.15395815878890645
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.15297313175548183
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.15252791579658245
Sponge,Chocolate Outer,Orange,Black Currant,White,0.15241947392717017
Sponge,Jelly Filled,Chocolate Mint,Whipped Cream,Taupe,0.15115120944674657
Sponge,Jelly Filled,Chocolate Mint,Whipped Cream,Taupe,0.15056082381880573
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.14975549199009847
Sponge,Jelly Filled,Chocolate Mint,Whipped Cream,Taupe,0.14910385053120062
Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.14904903263391067
Sponge,Chocolate Outer,Caramel Cream,Rock and Rye,Slate,0.1489001137782675
Sponge,Chocolate Outer,Caramel Cream,Rock and Rye,Slate,0.14788855530770648
Sponge,Chocolate Outer,Orange,Black Currant,White,0.14770299900159564
Sponge,Chocolate Outer,Plum,Ginger Beer,Tiffany,0.14758531546888407
Sponge,Jelly Filled,Cheesecake,Whipped Cream,Rose,0.1471474960303078
Sponge,Jelly Filled,Cheesecake,Whipped Cream,Rose,0.1469320340988211
Sponge,Chocolate Outer,Lemon Custard,Butter Rum,White,0.14676618906862857
Sponge,Jelly Filled,Chocolate Mint,Whipped Cream,Taupe,0.14608246610759237
Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.14594123914386892
Sponge,Jelly Filled,Orange Pineapple	P,Pear,Black,0.14568589759835326
Sponge,Jelly Filled,Chocolate Mint,Whipped Cream,Taupe,0.14561483122798616
