base_cake,truffle_type,primary_flavor,secondary_flavor,color_group,line,rate
Pound,Chocolate Outer,Pink Lemonade,Hazelnut,Amethyst,Q,0.16149674015531346
Pound,Chocolate Outer,Pink Lemonade,Hazelnut,Amethyst,Q,0.09977250188651873
Pound,Chocolate Outer,Pink Lemonade,Hazelnut,Amethyst,Q,0.4176881253564836
Pound,Chocolate Outer,Pink Lemonade,Hazelnut,Amethyst,Q,0.09361326794862833
Pound,Chocolate Outer,Pink Lemonade,Hazelnut,Amethyst,Q,0.3362339577759953
Pound,Chocolate Outer,Pink Lemonade,Hazelnut,Amethyst,Q,0.1460401598685347
Pound,Chocolate Outer,Pink Lemonade,Hazelnut,Amethyst,Q,0.34545244589851354
Pound,Chocolate Outer,Pink Lemonade,Hazelnut,Amethyst,Q,0.6842853252306635
Pound,Chocolate Outer,Pink Lemonade,Hazelnut,Amethyst,Q,0.38883210248446803
Pound,Chocolate Outer,Pink Lemonade,Hazelnut,Amethyst,Q,0.1160711715600099
Pound,Chocolate Outer,Pink Lemonade,Hazelnut,Amethyst,Q,0.32621327815306517
Pound,Chocolate Outer,Pink Lemonade,Hazelnut,Amethyst,Q,0.17992195730055374
Pound,Chocolate Outer,Pink Lemonade,Hazelnut,Amethyst,Q,0.12216457831466146
Pound,Chocolate Outer,Pink Lemonade,Hazelnut,Amethyst,Q,0.14453291791391917
Pound,Chocolate Outer,Pink Lemonade,Hazelnut,Amethyst,Q,0.12010733798919501
Pound,Chocolate Outer,Pink Lemonade,Hazelnut,Amethyst,Q,0.1606746918261473
Pound,Chocolate Outer,Pink Lemonade,Hazelnut,Amethyst,Q,0.11301223136100555
Pound,Chocolate Outer,Pink Lemonade,Hazelnut,Amethyst,Q,0.244950345328437
Pound,Chocolate Outer,Pink Lemonade,Hazelnut,Amethyst,Q,0.20713898478617565
Pound,Chocolate Outer,Pink Lemonade,Hazelnut,Amethyst,Q,0.33006355681189603
Pound,Chocolate Outer,Pink Lemonade,Hazelnut,Amethyst,Q,0.28419813790367704
Pound,Chocolate Outer,Pink Lemonade,Hazelnut,Amethyst,Q,0.24933226314789875
Pound,Chocolate Outer,Pink Lemonade,Hazelnut,Amethyst,Q,0.12080125411827841
Pound,Chocolate Outer,Pink Lemonade,Hazelnut,Amethyst,Q,0.3288551162583604
Pound,Chocolate Outer,Pink Lemonade,Hazelnut,Amethyst,Q,0.13275890505178536
Pound,Chocolate Outer,Pink Lemonade,Hazelnut,Amethyst,Q,0.08802817504807232
Pound,Chocolate Outer,Pink Lemonade,Hazelnut,Amethyst,Q,0.11770983054573284
Pound,Chocolate Outer,Pink Lemonade,Hazelnut,Amethyst,Q,0.13685720277096386
Pound,Chocolate Outer,Pink Lemonade,Hazelnut,Amethyst,Q,0.2742286336822266
Pound,Chocolate Outer,Pink Lemonade,Hazelnut,Amethyst,Q,0.14903274980910175
Pound,Chocolate Outer,Pink Lemonade,Hazelnut,Amethyst,Q,0.46682472967993216
Pound,Chocolate Outer,Pink Lemonade,Hazelnut,Amethyst,Q,0.19913378832858755
Pound,Chocolate Outer,Pink Lemonade,Hazelnut,Amethyst,Q,0.23368804303037505
Pound,Chocolate Outer,Pink Lemonade,Hazelnut,Amethyst,Q,0.19031905536811594
Pound,Chocolate Outer,Pink Lemonade,Hazelnut,Amethyst,Q,0.11211297069231356
Pound,Chocolate Outer,Pink Lemonade,Hazelnut,Amethyst,Q,0.40284821614651484
Pound,Chocolate Outer,Pink Lemonade,Hazelnut,Amethyst,Q,0.106952421022242
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.16271278767783806
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.14276239411190622
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.08706627363665886
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.050919649737488845
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.2142680771641478
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.298308467211976
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.07824030040795435
Pound,Jelly Filled,Chocolate,Lemon,White,Q,-0.03471611686290933
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.0026908401736659843
Pound,Jelly Filled,Chocolate,Lemon,White,Q,-0.15378286706290323
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.021061085048761835
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.17131621520903628
Pound,Jelly Filled,Chocolate,Lemon,White,Q,-0.14059169191257287
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.025756983286576253
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.130203854942321
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.3348119618128459
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.024354997857252245
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.15535824623984112
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.19212762887184315
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.15500353591202903
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.03710785019698318
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.11185524778300887
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.07161120909956403
Pound,Jelly Filled,Chocolate,Lemon,White,Q,-0.08118383939534522
Pound,Jelly Filled,Chocolate,Lemon,White,Q,-0.023460464147195964
Pound,Jelly Filled,Chocolate,Lemon,White,Q,-0.05184254038103543
Pound,Jelly Filled,Chocolate,Lemon,White,Q,-0.08474614969073478
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.06240180764680387
Pound,Jelly Filled,Chocolate,Lemon,White,Q,-0.03915931814588007
Pound,Jelly Filled,Chocolate,Lemon,White,Q,-0.15715220775179428
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.18707903305121326
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.10656954501597976
Pound,Jelly Filled,Chocolate,Lemon,White,Q,-0.15019689951612158
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.016994104633621318
Pound,Jelly Filled,Chocolate,Lemon,White,Q,-0.002487961666044855
Pound,Jelly Filled,Chocolate,Lemon,White,Q,-0.07749304973966985
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.0936202866996891
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.26579768591315706
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.16479320731924862
Pound,Jelly Filled,Chocolate,Lemon,White,Q,-0.2784608908794017
Pound,Jelly Filled,Chocolate,Lemon,White,Q,-0.16197335307096034
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.030609080414222965
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.11170757406755732
Pound,Jelly Filled,Chocolate,Lemon,White,Q,-0.030785482877300388
Pound,Jelly Filled,Chocolate,Lemon,White,Q,-0.0745641159972018
Pound,Jelly Filled,Chocolate,Lemon,White,Q,-0.22222005152355673
Pound,Jelly Filled,Chocolate,Lemon,White,Q,-0.1341184919935064
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.010070401494812399
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.12089078687229343
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.24207630043374606
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.23385681976355133
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.41671458127657474
Pound,Jelly Filled,Chocolate,Lemon,White,Q,-0.08317435100868047
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.09115506017763869
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.18245985772917966
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.10990635820528583
Pound,Jelly Filled,Chocolate,Lemon,White,Q,-0.18112461961997023
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.18796619410663307
Pound,Jelly Filled,Chocolate,Lemon,White,Q,-0.05732165455476472
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.14947617994455858
Pound,Jelly Filled,Chocolate,Lemon,White,Q,-0.013569380428417849
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.08183579553022208
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.0417969993997514
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.16473313544828425
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.13536069154240482
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.23414813652611188
Pound,Jelly Filled,Chocolate,Lemon,White,Q,-0.19924846931776186
Pound,Jelly Filled,Chocolate,Lemon,White,Q,-0.16195574142850067
Pound,Jelly Filled,Chocolate,Lemon,White,Q,-0.022715806873223596
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.18176842633003293
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.23875084075306624
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.37145858161740153
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.13777217370178663
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.1574720307289995
Pound,Jelly Filled,Chocolate,Lemon,White,Q,-0.06938657596855898
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.13800785662563353
Pound,Jelly Filled,Chocolate,Lemon,White,Q,-0.31667512538715603
Pound,Jelly Filled,Chocolate,Lemon,White,Q,-0.008098245172590862
Pound,Jelly Filled,Chocolate,Lemon,White,Q,-0.11498136316129011
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.2467434385799469
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.004199462170729848
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.13299600236558787
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.16011538527232666
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.15590839648748653
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.28416332268328237
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.23120231258445983
Pound,Jelly Filled,Chocolate,Lemon,White,Q,-0.039169509863010946
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.028732314088662426
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.09350679012934235
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.30055515221530793
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.1829389728671384
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.0566767788448465
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.16167699135269975
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.15489822592317404
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.15715722048898845
Pound,Jelly Filled,Chocolate,Lemon,White,Q,-0.02088643745033132
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.10419678627566757
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.29982626530429096
Pound,Jelly Filled,Chocolate,Lemon,White,Q,-0.054343523899633414
Pound,Jelly Filled,Chocolate,Lemon,White,Q,0.09481667859701859
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.28770590803680623
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.28466424050191647
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.20402157704975366
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.20506851314345417
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.6094137592071479
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.2518351352132753
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.20778208233306955
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.20529128877902136
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.3355645119413807
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.5650679880236956
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.42856365233905547
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.7721415646920344
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.38301813001636076
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.43091437438563707
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.370093232372675
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.25145067243291314
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.2485934375186475
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.2802131204034031
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.26533843836493687
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.40122689081951757
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.3226669940395527
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.25425495173275436
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.581092446017305
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.26308620514731224
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.49313354871147896
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.4120824165823729
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.22456436961639653
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.37834176972620653
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.7423970089591432
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.40396073694476553
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.2117404939857513
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.2690731010136646
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.6276537829360742
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.31441862542026155
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.4501012544860995
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,1.1736772245647078
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.26748982744485544
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.21797708591029943
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.23595893606999793
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.58162475762361
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.6162178316320582
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.3124201457015277
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.3031588056413471
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.40890131124112516
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.3547557874516756
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.36749648590336514
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.35196025225475513
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.2350235317213514
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.37580285593759144
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.7888255285044585
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.3985460746084294
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.23445715162854797
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.3188771489422292
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.5248872428857074
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.21461881756145812
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,1.1385069360318345
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.5001150154026341
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.22406194340162378
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.6627159289669783
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.3742676001313553
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.2115633713191743
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.3152926652741
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.23031413262612566
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.32182899962011
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.24274035413630202
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.2849300183059574
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.7794792306639793
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.22224349770158183
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.35507264099675073
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.20588394870144955
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.6677815972753993
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.2826806483775032
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.5569394106431919
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.5053670164207084
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.7307953208263309
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.29021865364349614
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.8762656315237329
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.32607198611238997
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.2226073055185402
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.3192454367049872
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.4543689827382958
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.4716849116510315
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.3714885825508769
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.284448433375394
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.5516236466975823
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.28296197278268104
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.19202963711778456
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.3228869998037394
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.3597749301088938
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.3905465585442384
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.4433216829619703
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.36656356195108675
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.4891590119535243
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.29892381051673556
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.3678561654730412
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.3739871262136333
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.4173421206267618
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.5197221919960766
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.29390974514289026
Tiramisu,Chocolate Outer,Cherry Cream Spice,Tutti Frutti,Black,Q,0.44253232502053014
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.29087326771996025
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.23207835214014044
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.2606475590788285
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.43196167155956133
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.5399497359807084
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.22120645891427
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.2298824091654933
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.1850729047501855
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.31157970844753785
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.16047528003465936
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.23384616197401314
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.15552240522682123
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.1669190436718373
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.16796538888380758
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.14416369682785474
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.13577436016231856
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.32123766807817256
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.16292600097976043
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.3317918845835488
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.22749512174379657
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.190975653312647
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.1806162284740434
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.26296646591746264
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.15592600324839206
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.3912587228449361
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.1857544380061216
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.13506439536962817
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.18355057588248835
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.32564973950327347
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.15499727320985218
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.262076827005558
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.22475058717750263
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.24728823417628898
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.1934293667335351
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.15083507224935716
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.26223222017700426
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.1322874812055118
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.16075198159880832
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.22292374474721774
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.18557866344517782
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.3813042615397476
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.17931589872548542
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.15106380813628
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.5383955646630376
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.47204375824656286
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.15382388825479218
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.16694650690890764
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.3985799335665171
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.168111061971072
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.420831650266425
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.25855537664992434
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.17411027914964028
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.15152456807952686
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.1699177805269102
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.35236153967999506
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.3337479756379591
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.14706115960847516
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.1518547379168041
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.15365137359663017
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.36636081691151723
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.36258638339548993
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.15933841374760557
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.596727845996704
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.13927089959880984
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.17968926729422668
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.25872287671505145
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.25360239105584165
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.28487940578323306
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.7170478700725262
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.2197397612483894
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.2669320094722984
Chiffon,Chocolate Outer,Grand Mariner,Mixed Berry,Slate,Q,0.3704462141596724
