base_cake,truffle_type,primary_flavor,secondary_flavor,color_group,customer,date,kg
Chiffon,Chocolate Outer,Chocolate,Egg Nog,Citrine,Perk-a-Cola,2018-02-01,23375.878848657554
Tiramisu,Jelly Filled,Orange,Black Currant,Teal,Dandy's Candies,2018-02-01,13383.288500315895
Chiffon,Jelly Filled,Orange Pineapple	P,Black Currant,Taupe,Fickelgruber,2018-02-01,12417.781857194077
Sponge,Candy Outer,Caramel Cream,Dill Pickle,Slate,Perk-a-Cola,2018-02-01,6211.862755066792
Sponge,Jelly Filled,Amaretto,Hazelnut,Opal,Perk-a-Cola,2018-02-01,32008.091622424112
Pound,Candy Outer,Plum,Vanilla,Amethyst,Perk-a-Cola,2018-02-01,7992.708558922349
Butter,Chocolate Outer,Pink Lemonade,Tangerine,Tiffany,Slugworth,2018-02-01,4508.83190543507
Sponge,Chocolate Outer,Irish Cream,Pear,Slate,Slugworth,2018-02-01,5679.791328112502
Sponge,Candy Outer,Chocolate Mint,Kiwi,Tiffany,Slugworth,2018-02-01,3918.308670710609
Cheese,Chocolate Outer,Wild Cherry Cream,Rock and Rye,Black,Fickelgruber,2018-02-01,12437.497371521997
Chiffon,Jelly Filled,Cherry Cola,Mixed Berry,Teal,Fickelgruber,2018-02-01,22987.853037697583
Cheese,Chocolate Outer,Fruit Punch,Egg Nog,Black,Slugworth,2018-02-01,5408.833642368243
Cheese,Chocolate Outer,Pecan,Mango,Taupe,Perk-a-Cola,2018-02-01,15077.373663650313
Pound,Candy Outer,Chocolate Mint,Lemon,Black,Perk-a-Cola,2018-02-01,24088.279876083176
Tiramisu,Jelly Filled,Irish Cream,Mango,White,Slugworth,2018-02-01,3891.8637637865972
Cheese,Candy Outer,Apricot,Fuzzy Navel,Burgundy,Perk-a-Cola,2018-02-01,24044.94320595105
Sponge,Candy Outer,Pink Lemonade,Peppermint,Citrine,Perk-a-Cola,2018-02-01,23030.43869237981
Cheese,Jelly Filled,Ginger Lime,Mango,Rose,Fickelgruber,2018-02-01,7199.768789187455
Butter,Chocolate Outer,Apricot,Hazelnut,Slate,Dandy's Candies,2018-02-01,3687.6320918776855
Cheese,Candy Outer,Horchata,Apple,Tiffany,Perk-a-Cola,2018-02-01,25971.011632445625
Chiffon,Candy Outer,Cream Soda,Rum,Black,Dandy's Candies,2018-02-01,25635.220952148688
Chiffon,Candy Outer,Ginger Ale,Hazelnut,Black,Fickelgruber,2018-02-01,17831.01719677445
Cheese,Jelly Filled,Doughnut,Whipped Cream,Slate,Dandy's Candies,2018-02-01,21186.48522050403
Chiffon,Jelly Filled,Margarita,Tutti Frutti,Burgundy,Perk-a-Cola,2018-02-01,26487.994486033847
Butter,Chocolate Outer,Pink Lemonade,Papaya,Slate,Zebrabar,2018-02-01,24868.910106656684
Cheese,Jelly Filled,Pink Lemonade,Mojito,Opal,Fickelgruber,2018-02-01,7250.336132779213
Tiramisu,Candy Outer,Kettle Corn,Ginger Beer,Slate,Dandy's Candies,2018-02-01,31266.43793983768
Cheese,Candy Outer,Plum,Pear,Teal,Zebrabar,2018-02-01,20800.95562437639
Sponge,Chocolate Outer,Orange,Rum,White,Zebrabar,2018-02-01,7645.906202360295
Pound,Jelly Filled,Ginger Lime,Pear,Tiffany,Perk-a-Cola,2018-02-01,27231.52087152725
Chiffon,Chocolate Outer,Vanilla,Pear,White,Fickelgruber,2018-02-01,5462.950855687335
Cheese,Jelly Filled,Black Licorice,Cucumber,Amethyst,Zebrabar,2018-02-01,2795.7100253848603
Sponge,Chocolate Outer,Sassafras,Cucumber,Taupe,Dandy's Candies,2018-02-01,13312.533376007801
Pound,Chocolate Outer,Coconut,Wild Cherry Cream,Burgundy,Zebrabar,2018-02-01,19888.25916371167
Sponge,Jelly Filled,Irish Cream,Mixed Berry,Slate,Fickelgruber,2018-02-01,23958.524882500944
Chiffon,Chocolate Outer,Toasted Coconut,Cucumber,Tiffany,Dandy's Candies,2018-02-01,4928.111156660104
Sponge,Jelly Filled,Kettle Corn,Toffee,Black,Zebrabar,2018-02-01,14686.350336132551
Pound,Candy Outer,Dill Pickle,Butter Rum,Opal,Zebrabar,2018-02-01,24976.270399196103
Cheese,Candy Outer,Toasted Coconut,Whipped Cream,Rose,Fickelgruber,2018-02-01,9155.322304302601
Tiramisu,Candy Outer,Ginger Lime,Apple,Opal,Slugworth,2018-03-01,1144.7207958682075
Chiffon,Chocolate Outer,Doughnut,Apricot,Olive,Perk-a-Cola,2018-03-01,14006.591237570989
Chiffon,Chocolate Outer,Cream Soda,Rock and Rye,Citrine,Slugworth,2018-03-01,3665.078500236475
Tiramisu,Chocolate Outer,Butter Pecan,Wild Cherry Cream,Taupe,Dandy's Candies,2018-03-01,7666.05137502904
Cheese,Jelly Filled,Doughnut,Vanilla,Amethyst,Fickelgruber,2018-03-01,4774.747459372473
Sponge,Jelly Filled,Pecan,Mixed Berry,Amethyst,Zebrabar,2018-03-01,13965.540458669619
Chiffon,Jelly Filled,Chocolate Mint,Passion Fruit,Tiffany,Fickelgruber,2018-03-01,9273.636632469392
Tiramisu,Jelly Filled,Blueberry,Apple,Teal,Slugworth,2018-03-01,6391.161519039297
Sponge,Candy Outer,Irish Cream,Pear,Teal,Slugworth,2018-03-01,4943.506279819999
Chiffon,Jelly Filled,Cherry Cream Spice,Banana,Amethyst,Zebrabar,2018-03-01,24529.547635936142
Sponge,Chocolate Outer,Black Licorice,Cucumber,Citrine,Perk-a-Cola,2018-03-01,6766.954797412385
Butter,Chocolate Outer,Birch Beer,Wild Cherry Cream,Tiffany,Fickelgruber,2018-03-01,11248.481446410266
Tiramisu,Candy Outer,Sour,Lemon,Burgundy,Slugworth,2018-03-01,4159.7541904909585
Butter,Jelly Filled,Plum,Apple,Rose,Perk-a-Cola,2018-03-01,3956.959938867705
Tiramisu,Chocolate Outer,Mango,Papaya,Black,Fickelgruber,2018-03-01,12193.889040659842
Sponge,Jelly Filled,Butter Toffee,Passion Fruit,Burgundy,Perk-a-Cola,2018-03-01,35380.848287457455
Butter,Chocolate Outer,Birch Beer,Egg Nog,White,Perk-a-Cola,2018-03-01,22961.29885898194
Cheese,Candy Outer,Pear,Rum,Citrine,Zebrabar,2018-03-01,18095.864057224993
Pound,Chocolate Outer,Mango,Mojito,Slate,Zebrabar,2018-03-01,8158.1790443293985
Chiffon,Chocolate Outer,Horchata,Black Cherry,Amethyst,Fickelgruber,2018-03-01,8391.675904467978
Sponge,Candy Outer,Kettle Corn,Whipped Cream,Rose,Perk-a-Cola,2018-03-01,7818.986337067181
Sponge,Chocolate Outer,Blueberry,Mojito,Taupe,Dandy's Candies,2018-03-01,12773.926789385876
Sponge,Jelly Filled,Cherry Cola,Toffee,Amethyst,Perk-a-Cola,2018-03-01,29477.337808677923
Chiffon,Jelly Filled,Ginger Lime,Mango,Olive,Slugworth,2018-03-01,6052.183962075173
Pound,Chocolate Outer,Lemon,Mixed Berry,Burgundy,Slugworth,2018-03-01,4749.607239206806
Tiramisu,Jelly Filled,Ginger Ale,Tutti Frutti,Olive,Zebrabar,2018-03-01,13707.568890818357
Tiramisu,Chocolate Outer,Gingersnap,Toffee,White,Slugworth,2018-03-01,4656.231393044565
Chiffon,Jelly Filled,Orange Brandy,Cucumber,Amethyst,Fickelgruber,2018-03-01,14081.531695384238
Cheese,Chocolate Outer,Cherry Cola,Apple,Amethyst,Dandy's Candies,2018-03-01,15366.20278889686
Sponge,Candy Outer,Black Licorice,Peppermint,Teal,Slugworth,2018-03-01,935.4206677864372
Butter,Candy Outer,Coffee,Toffee,Amethyst,Slugworth,2018-03-01,2854.019561793749
Tiramisu,Jelly Filled,Cherry Cream Spice,Tangerine,Teal,Perk-a-Cola,2018-03-01,18189.551702321685
Cheese,Candy Outer,Cheesecake,Kiwi,Citrine,Slugworth,2018-03-01,3457.306933030856
Cheese,Chocolate Outer,Fruit Punch,Pear,Opal,Perk-a-Cola,2018-03-01,48261.02642244643
Butter,Candy Outer,Orange Pineapple	P,Rock and Rye,Citrine,Zebrabar,2018-03-01,20549.975950740638
Tiramisu,Chocolate Outer,Butter Toffee,Whipped Cream,Slate,Dandy's Candies,2018-03-01,5129.1480633671035
Butter,Chocolate Outer,Sassafras,Rock and Rye,Opal,Zebrabar,2018-03-01,23500.025861471007
Butter,Jelly Filled,Creme de Menthe,Lemon,Rose,Dandy's Candies,2018-03-01,35296.3303940925
Cheese,Candy Outer,Raspberry Ginger Ale,Tutti Frutti,Black,Zebrabar,2018-03-01,14011.930199209517
Tiramisu,Jelly Filled,Doughnut,Butter Rum,Opal,Perk-a-Cola,2018-03-01,27398.744518826963
Butter,Jelly Filled,Black Licorice,Toffee,Black,Slugworth,2018-03-01,9907.665241650771
Cheese,Jelly Filled,Raspberry Ginger Ale,Tangerine,Burgundy,Dandy's Candies,2018-03-01,16156.977234929898
Chiffon,Candy Outer,Sour,Apricot,White,Perk-a-Cola,2018-03-01,24220.60816265784
Chiffon,Candy Outer,Ginger Ale,Tutti Frutti,Slate,Fickelgruber,2018-03-01,7915.5914135074
Cheese,Chocolate Outer,Apricot,Lemon,Opal,Zebrabar,2018-03-01,20758.485832298502
Sponge,Candy Outer,Plum,Ginger Beer,Burgundy,Perk-a-Cola,2018-03-01,6267.5204661246635
Pound,Chocolate Outer,Orange Brandy,Lemon,Rose,Slugworth,2018-03-01,1373.00991014011
Pound,Candy Outer,Gingersnap,Ginger Beer,Taupe,Zebrabar,2018-03-01,4118.300489747439
Pound,Jelly Filled,Dill Pickle,Apricot,Taupe,Fickelgruber,2018-03-01,30901.26439654924
Cheese,Jelly Filled,Doughnut,Lemon,Opal,Perk-a-Cola,2018-03-01,29878.68502312564
Sponge,Chocolate Outer,Fruit Punch,Tutti Frutti,Taupe,Perk-a-Cola,2018-03-01,20657.033409111293
Sponge,Chocolate Outer,Amaretto,Rock and Rye,Burgundy,Perk-a-Cola,2018-03-01,20559.122258714906
Pound,Candy Outer,Amaretto,Wild Cherry Cream,Burgundy,Slugworth,2018-03-01,6639.255008678449
Pound,Chocolate Outer,Gingersnap,Peppermint,Black,Fickelgruber,2018-03-01,24780.32240001424
Pound,Candy Outer,Amaretto,Tangerine,Opal,Perk-a-Cola,2018-03-01,6547.3630595074565
Pound,Candy Outer,Blueberry,Tutti Frutti,Slate,Fickelgruber,2018-03-01,9736.336347766488
Chiffon,Candy Outer,Margarita,Papaya,Black,Dandy's Candies,2018-03-01,5956.905536124205
Sponge,Chocolate Outer,Doughnut,Black Currant,Burgundy,Perk-a-Cola,2018-03-01,40812.2932198131
Butter,Candy Outer,Cherry Cream Spice,Mango,Olive,Slugworth,2018-03-01,1479.803780289493
Cheese,Jelly Filled,Lemon,Passion Fruit,Citrine,Zebrabar,2018-03-01,9446.718713532426
Sponge,Jelly Filled,Cheesecake,Passion Fruit,Taupe,Slugworth,2018-03-01,7065.59020769993
Chiffon,Chocolate Outer,Chocolate,Egg Nog,Citrine,Perk-a-Cola,2018-03-01,22592.534528076583
Tiramisu,Jelly Filled,Orange,Black Currant,Teal,Dandy's Candies,2018-03-01,25634.635578600133
Chiffon,Jelly Filled,Orange Pineapple	P,Black Currant,Taupe,Fickelgruber,2018-03-01,12641.887570960946
Sponge,Candy Outer,Caramel Cream,Dill Pickle,Slate,Perk-a-Cola,2018-03-01,5316.857613274969
Sponge,Jelly Filled,Amaretto,Hazelnut,Opal,Perk-a-Cola,2018-03-01,32566.359857824013
Pound,Candy Outer,Plum,Vanilla,Amethyst,Perk-a-Cola,2018-03-01,8037.0444338597
Butter,Chocolate Outer,Pink Lemonade,Tangerine,Tiffany,Slugworth,2018-03-01,4607.703261096551
Sponge,Chocolate Outer,Irish Cream,Pear,Slate,Slugworth,2018-03-01,7673.508852734943
Sponge,Candy Outer,Chocolate Mint,Kiwi,Tiffany,Slugworth,2018-03-01,4182.72412137274
Cheese,Chocolate Outer,Wild Cherry Cream,Rock and Rye,Black,Fickelgruber,2018-03-01,24488.56394628114
Chiffon,Jelly Filled,Cherry Cola,Mixed Berry,Teal,Fickelgruber,2018-03-01,27599.787488190148
Cheese,Chocolate Outer,Fruit Punch,Egg Nog,Black,Slugworth,2018-03-01,5372.5610444235135
Cheese,Chocolate Outer,Pecan,Mango,Taupe,Perk-a-Cola,2018-03-01,20649.14371153598
Pound,Candy Outer,Chocolate Mint,Lemon,Black,Perk-a-Cola,2018-03-01,48915.112097535995
Tiramisu,Jelly Filled,Irish Cream,Mango,White,Slugworth,2018-03-01,3464.1848527795073
Cheese,Candy Outer,Apricot,Fuzzy Navel,Burgundy,Perk-a-Cola,2018-03-01,23467.46753040229
Sponge,Candy Outer,Pink Lemonade,Peppermint,Citrine,Perk-a-Cola,2018-03-01,43662.04904580584
Cheese,Jelly Filled,Ginger Lime,Mango,Rose,Fickelgruber,2018-03-01,7104.9921859836595
Butter,Chocolate Outer,Apricot,Hazelnut,Slate,Dandy's Candies,2018-03-01,6291.804612365001
Cheese,Candy Outer,Horchata,Apple,Tiffany,Perk-a-Cola,2018-03-01,28957.634540730112
Chiffon,Candy Outer,Cream Soda,Rum,Black,Dandy's Candies,2018-03-01,38294.951649834446
Chiffon,Candy Outer,Ginger Ale,Hazelnut,Black,Fickelgruber,2018-03-01,16923.132884720908
Cheese,Jelly Filled,Doughnut,Whipped Cream,Slate,Dandy's Candies,2018-03-01,28288.430172051903
Chiffon,Jelly Filled,Margarita,Tutti Frutti,Burgundy,Perk-a-Cola,2018-03-01,41781.22359539606
Butter,Chocolate Outer,Pink Lemonade,Papaya,Slate,Zebrabar,2018-03-01,24915.899838679376
Cheese,Jelly Filled,Pink Lemonade,Mojito,Opal,Fickelgruber,2018-03-01,7349.516031077681
Tiramisu,Candy Outer,Kettle Corn,Ginger Beer,Slate,Dandy's Candies,2018-03-01,31034.89576316683
Cheese,Candy Outer,Plum,Pear,Teal,Zebrabar,2018-03-01,32004.655350277797
Sponge,Chocolate Outer,Orange,Rum,White,Zebrabar,2018-03-01,9693.99631741631
Pound,Jelly Filled,Ginger Lime,Pear,Tiffany,Perk-a-Cola,2018-03-01,27444.156342824706
Chiffon,Chocolate Outer,Vanilla,Pear,White,Fickelgruber,2018-03-01,5513.66404221306
Cheese,Jelly Filled,Black Licorice,Cucumber,Amethyst,Zebrabar,2018-03-01,3988.381369154136
Sponge,Chocolate Outer,Sassafras,Cucumber,Taupe,Dandy's Candies,2018-03-01,13339.297028672383
Pound,Chocolate Outer,Coconut,Wild Cherry Cream,Burgundy,Zebrabar,2018-03-01,18844.26333329311
Sponge,Jelly Filled,Irish Cream,Mixed Berry,Slate,Fickelgruber,2018-03-01,24327.48282958358
Chiffon,Chocolate Outer,Toasted Coconut,Cucumber,Tiffany,Dandy's Candies,2018-03-01,6097.587013300983
Sponge,Jelly Filled,Kettle Corn,Toffee,Black,Zebrabar,2018-03-01,22240.560693486437
Pound,Candy Outer,Dill Pickle,Butter Rum,Opal,Zebrabar,2018-03-01,28019.865240642
Cheese,Candy Outer,Toasted Coconut,Whipped Cream,Rose,Fickelgruber,2018-03-01,17426.015003430788
Tiramisu,Candy Outer,Ginger Lime,Apple,Opal,Slugworth,2018-04-01,1101.3509601956137
Chiffon,Chocolate Outer,Doughnut,Apricot,Olive,Perk-a-Cola,2018-04-01,13425.457460710313
Chiffon,Chocolate Outer,Cream Soda,Rock and Rye,Citrine,Slugworth,2018-04-01,3632.607763940808
Tiramisu,Chocolate Outer,Butter Pecan,Wild Cherry Cream,Taupe,Dandy's Candies,2018-04-01,7925.227097123014
Cheese,Jelly Filled,Doughnut,Vanilla,Amethyst,Fickelgruber,2018-04-01,3533.8149687891637
Sponge,Jelly Filled,Pecan,Mixed Berry,Amethyst,Zebrabar,2018-04-01,6790.3607447850345
Chiffon,Jelly Filled,Chocolate Mint,Passion Fruit,Tiffany,Fickelgruber,2018-04-01,18465.202650848616
Tiramisu,Jelly Filled,Blueberry,Apple,Teal,Slugworth,2018-04-01,6266.22193526273
Sponge,Candy Outer,Irish Cream,Pear,Teal,Slugworth,2018-04-01,4712.871872826394
Chiffon,Jelly Filled,Cherry Cream Spice,Banana,Amethyst,Zebrabar,2018-04-01,24647.437173290386
Sponge,Chocolate Outer,Black Licorice,Cucumber,Citrine,Perk-a-Cola,2018-04-01,3508.9455444309947
Butter,Chocolate Outer,Birch Beer,Wild Cherry Cream,Tiffany,Fickelgruber,2018-04-01,8331.350919122946
Tiramisu,Candy Outer,Sour,Lemon,Burgundy,Slugworth,2018-04-01,4065.2320323408367
Butter,Jelly Filled,Plum,Apple,Rose,Perk-a-Cola,2018-04-01,8170.016701710611
Tiramisu,Chocolate Outer,Mango,Papaya,Black,Fickelgruber,2018-04-01,23450.345910399046
Sponge,Jelly Filled,Butter Toffee,Passion Fruit,Burgundy,Perk-a-Cola,2018-04-01,36248.5137351577
Butter,Chocolate Outer,Birch Beer,Egg Nog,White,Perk-a-Cola,2018-04-01,26615.18633732164
Cheese,Candy Outer,Pear,Rum,Citrine,Zebrabar,2018-04-01,23197.92789330712
Pound,Chocolate Outer,Mango,Mojito,Slate,Zebrabar,2018-04-01,11043.750881303999
Chiffon,Chocolate Outer,Horchata,Black Cherry,Amethyst,Fickelgruber,2018-04-01,9274.045565879549
Sponge,Candy Outer,Kettle Corn,Whipped Cream,Rose,Perk-a-Cola,2018-04-01,5223.952532564336
Sponge,Chocolate Outer,Blueberry,Mojito,Taupe,Dandy's Candies,2018-04-01,12738.01660505484
Sponge,Jelly Filled,Cherry Cola,Toffee,Amethyst,Perk-a-Cola,2018-04-01,28854.775429536563
Chiffon,Jelly Filled,Ginger Lime,Mango,Olive,Slugworth,2018-04-01,6001.38899526622
Pound,Chocolate Outer,Lemon,Mixed Berry,Burgundy,Slugworth,2018-04-01,5222.487052145763
Tiramisu,Jelly Filled,Ginger Ale,Tutti Frutti,Olive,Zebrabar,2018-04-01,13949.423301165849
Tiramisu,Chocolate Outer,Gingersnap,Toffee,White,Slugworth,2018-04-01,3229.1972432555285
Chiffon,Jelly Filled,Orange Brandy,Cucumber,Amethyst,Fickelgruber,2018-04-01,18044.160439778017
Cheese,Chocolate Outer,Cherry Cola,Apple,Amethyst,Dandy's Candies,2018-04-01,15341.389094546597
Sponge,Candy Outer,Black Licorice,Peppermint,Teal,Slugworth,2018-04-01,1586.679001773464
Butter,Candy Outer,Coffee,Toffee,Amethyst,Slugworth,2018-04-01,1505.6972524383602
Tiramisu,Jelly Filled,Cherry Cream Spice,Tangerine,Teal,Perk-a-Cola,2018-04-01,12357.455690822417
Cheese,Candy Outer,Cheesecake,Kiwi,Citrine,Slugworth,2018-04-01,3473.723678033726
Cheese,Chocolate Outer,Fruit Punch,Pear,Opal,Perk-a-Cola,2018-04-01,31462.170436034918
Butter,Candy Outer,Orange Pineapple	P,Rock and Rye,Citrine,Zebrabar,2018-04-01,25417.374241263828
Tiramisu,Chocolate Outer,Butter Toffee,Whipped Cream,Slate,Dandy's Candies,2018-04-01,5328.275308370641
Butter,Chocolate Outer,Sassafras,Rock and Rye,Opal,Zebrabar,2018-04-01,22839.633422394047
Butter,Jelly Filled,Creme de Menthe,Lemon,Rose,Dandy's Candies,2018-04-01,34983.67306151747
Cheese,Candy Outer,Raspberry Ginger Ale,Tutti Frutti,Black,Zebrabar,2018-04-01,14855.45824376493
Tiramisu,Jelly Filled,Doughnut,Butter Rum,Opal,Perk-a-Cola,2018-04-01,23063.81337681317
Butter,Jelly Filled,Black Licorice,Toffee,Black,Slugworth,2018-04-01,6473.140989259317
Cheese,Jelly Filled,Raspberry Ginger Ale,Tangerine,Burgundy,Dandy's Candies,2018-04-01,24860.941903334067
Chiffon,Candy Outer,Sour,Apricot,White,Perk-a-Cola,2018-04-01,13077.850398796772
Chiffon,Candy Outer,Ginger Ale,Tutti Frutti,Slate,Fickelgruber,2018-04-01,9840.558796360823
Cheese,Chocolate Outer,Apricot,Lemon,Opal,Zebrabar,2018-04-01,19615.67345768083
Sponge,Candy Outer,Plum,Ginger Beer,Burgundy,Perk-a-Cola,2018-04-01,7297.1421938693875
Pound,Chocolate Outer,Orange Brandy,Lemon,Rose,Slugworth,2018-04-01,1304.7563134680775
Pound,Candy Outer,Gingersnap,Ginger Beer,Taupe,Zebrabar,2018-04-01,3682.881239537043
Pound,Jelly Filled,Dill Pickle,Apricot,Taupe,Fickelgruber,2018-04-01,23046.912921646664
Cheese,Jelly Filled,Doughnut,Lemon,Opal,Perk-a-Cola,2018-04-01,19109.26881554585
Sponge,Chocolate Outer,Fruit Punch,Tutti Frutti,Taupe,Perk-a-Cola,2018-04-01,20703.807095204626
Sponge,Chocolate Outer,Amaretto,Rock and Rye,Burgundy,Perk-a-Cola,2018-04-01,19495.756238993734
Pound,Candy Outer,Amaretto,Wild Cherry Cream,Burgundy,Slugworth,2018-04-01,3572.1598633841313
Pound,Chocolate Outer,Gingersnap,Peppermint,Black,Fickelgruber,2018-04-01,16324.355521981912
Pound,Candy Outer,Amaretto,Tangerine,Opal,Perk-a-Cola,2018-04-01,6251.394312739873
Pound,Candy Outer,Blueberry,Tutti Frutti,Slate,Fickelgruber,2018-04-01,10891.469415696036
Chiffon,Candy Outer,Margarita,Papaya,Black,Dandy's Candies,2018-04-01,6650.27186397481
Sponge,Chocolate Outer,Doughnut,Black Currant,Burgundy,Perk-a-Cola,2018-04-01,33647.22015986422
Butter,Candy Outer,Cherry Cream Spice,Mango,Olive,Slugworth,2018-04-01,1379.3023977652178
Cheese,Jelly Filled,Lemon,Passion Fruit,Citrine,Zebrabar,2018-04-01,8270.053086474689
Sponge,Jelly Filled,Cheesecake,Passion Fruit,Taupe,Slugworth,2018-04-01,5706.424187279644
Chiffon,Chocolate Outer,Chocolate,Egg Nog,Citrine,Perk-a-Cola,2018-04-01,23805.54106635787
Tiramisu,Jelly Filled,Orange,Black Currant,Teal,Dandy's Candies,2018-04-01,13457.350472074904
Chiffon,Jelly Filled,Orange Pineapple	P,Black Currant,Taupe,Fickelgruber,2018-04-01,12698.674494701478
Sponge,Candy Outer,Caramel Cream,Dill Pickle,Slate,Perk-a-Cola,2018-04-01,9286.582984648863
Sponge,Jelly Filled,Amaretto,Hazelnut,Opal,Perk-a-Cola,2018-04-01,32407.410919282265
Pound,Candy Outer,Plum,Vanilla,Amethyst,Perk-a-Cola,2018-04-01,6117.823036752772
Butter,Chocolate Outer,Pink Lemonade,Tangerine,Tiffany,Slugworth,2018-04-01,4534.154546299228
Sponge,Chocolate Outer,Irish Cream,Pear,Slate,Slugworth,2018-04-01,5648.149746389373
Sponge,Candy Outer,Chocolate Mint,Kiwi,Tiffany,Slugworth,2018-04-01,3727.1403268617023
Cheese,Chocolate Outer,Wild Cherry Cream,Rock and Rye,Black,Fickelgruber,2018-04-01,12301.42064987238
Chiffon,Jelly Filled,Cherry Cola,Mixed Berry,Teal,Fickelgruber,2018-04-01,23766.537138518524
Cheese,Chocolate Outer,Fruit Punch,Egg Nog,Black,Slugworth,2018-04-01,5286.177502873933
Cheese,Chocolate Outer,Pecan,Mango,Taupe,Perk-a-Cola,2018-04-01,15596.743469645806
Pound,Candy Outer,Chocolate Mint,Lemon,Black,Perk-a-Cola,2018-04-01,25050.18245451274
Tiramisu,Jelly Filled,Irish Cream,Mango,White,Slugworth,2018-04-01,6642.8724197746005
Cheese,Candy Outer,Apricot,Fuzzy Navel,Burgundy,Perk-a-Cola,2018-04-01,46625.63735550998
Sponge,Candy Outer,Pink Lemonade,Peppermint,Citrine,Perk-a-Cola,2018-04-01,23490.54573164045
Cheese,Jelly Filled,Ginger Lime,Mango,Rose,Fickelgruber,2018-04-01,7234.286549613223
Butter,Chocolate Outer,Apricot,Hazelnut,Slate,Dandy's Candies,2018-04-01,4148.069945920925
Cheese,Candy Outer,Horchata,Apple,Tiffany,Perk-a-Cola,2018-04-01,25839.581815416157
Chiffon,Candy Outer,Cream Soda,Rum,Black,Dandy's Candies,2018-04-01,25628.910349263817
Chiffon,Candy Outer,Ginger Ale,Hazelnut,Black,Fickelgruber,2018-04-01,17407.113319628246
Cheese,Jelly Filled,Doughnut,Whipped Cream,Slate,Dandy's Candies,2018-04-01,20493.51221767916
Chiffon,Jelly Filled,Margarita,Tutti Frutti,Burgundy,Perk-a-Cola,2018-04-01,25860.91139597916
Butter,Chocolate Outer,Pink Lemonade,Papaya,Slate,Zebrabar,2018-04-01,25761.799751945866
Cheese,Jelly Filled,Pink Lemonade,Mojito,Opal,Fickelgruber,2018-04-01,6889.310776977535
Tiramisu,Candy Outer,Kettle Corn,Ginger Beer,Slate,Dandy's Candies,2018-04-01,31222.463737153463
Cheese,Candy Outer,Plum,Pear,Teal,Zebrabar,2018-04-01,20545.68931111916
Sponge,Chocolate Outer,Orange,Rum,White,Zebrabar,2018-04-01,7412.415498272536
Pound,Jelly Filled,Ginger Lime,Pear,Tiffany,Perk-a-Cola,2018-04-01,32821.069621590825
Chiffon,Chocolate Outer,Vanilla,Pear,White,Fickelgruber,2018-04-01,7845.739833219635
Cheese,Jelly Filled,Black Licorice,Cucumber,Amethyst,Zebrabar,2018-04-01,3127.316617170424
Sponge,Chocolate Outer,Sassafras,Cucumber,Taupe,Dandy's Candies,2018-04-01,21073.049112775127
Pound,Chocolate Outer,Coconut,Wild Cherry Cream,Burgundy,Zebrabar,2018-04-01,19536.797096420876
Sponge,Jelly Filled,Irish Cream,Mixed Berry,Slate,Fickelgruber,2018-04-01,24718.183940035688
Chiffon,Chocolate Outer,Toasted Coconut,Cucumber,Tiffany,Dandy's Candies,2018-04-01,5590.654735203188
Sponge,Jelly Filled,Kettle Corn,Toffee,Black,Zebrabar,2018-04-01,14503.338340897159
Pound,Candy Outer,Dill Pickle,Butter Rum,Opal,Zebrabar,2018-04-01,24817.83786564687
Cheese,Candy Outer,Toasted Coconut,Whipped Cream,Rose,Fickelgruber,2018-04-01,9179.85051186513
Tiramisu,Candy Outer,Ginger Lime,Apple,Opal,Slugworth,2018-05-01,1064.2431620247833
Chiffon,Chocolate Outer,Doughnut,Apricot,Olive,Perk-a-Cola,2018-05-01,13612.08539397073
Chiffon,Chocolate Outer,Cream Soda,Rock and Rye,Citrine,Slugworth,2018-05-01,3532.7853681442875
Tiramisu,Chocolate Outer,Butter Pecan,Wild Cherry Cream,Taupe,Dandy's Candies,2018-05-01,11675.553231380032
Cheese,Jelly Filled,Doughnut,Vanilla,Amethyst,Fickelgruber,2018-05-01,5565.1144348834205
Sponge,Jelly Filled,Pecan,Mixed Berry,Amethyst,Zebrabar,2018-05-01,14673.881702067669
Chiffon,Jelly Filled,Chocolate Mint,Passion Fruit,Tiffany,Fickelgruber,2018-05-01,9649.437680126839
Tiramisu,Jelly Filled,Blueberry,Apple,Teal,Slugworth,2018-05-01,6383.76979388268
Sponge,Candy Outer,Irish Cream,Pear,Teal,Slugworth,2018-05-01,4695.807488305839
Chiffon,Jelly Filled,Cherry Cream Spice,Banana,Amethyst,Zebrabar,2018-05-01,24363.5204902657
Sponge,Chocolate Outer,Black Licorice,Cucumber,Citrine,Perk-a-Cola,2018-05-01,6463.480906484007
Butter,Chocolate Outer,Birch Beer,Wild Cherry Cream,Tiffany,Fickelgruber,2018-05-01,11373.260956954493
Tiramisu,Candy Outer,Sour,Lemon,Burgundy,Slugworth,2018-05-01,4150.386187549303
Butter,Jelly Filled,Plum,Apple,Rose,Perk-a-Cola,2018-05-01,4993.168717860547
Tiramisu,Chocolate Outer,Mango,Papaya,Black,Fickelgruber,2018-05-01,12321.296126650986
Sponge,Jelly Filled,Butter Toffee,Passion Fruit,Burgundy,Perk-a-Cola,2018-05-01,35068.7076685332
Butter,Chocolate Outer,Birch Beer,Egg Nog,White,Perk-a-Cola,2018-05-01,21924.11070918649
Cheese,Candy Outer,Pear,Rum,Citrine,Zebrabar,2018-05-01,18636.28340088657
