base_cake,truffle_type,primary_flavor,secondary_flavor,color_group,customer,date,kg
Tiramisu,Chocolate Outer,Kettle Corn,Butter Rum,Citrine,Zebrabar,2013-10-01,4856.520459922866
Tiramisu,Jelly Filled,Wild Cherry Cream,Mixed Berry,Citrine,Zebrabar,2013-10-01,3988.8438804371526
Tiramisu,Chocolate Outer,Bavarian Cream,Rum,Olive,Zebrabar,2013-10-01,7524.051845261328
Tiramisu,Jelly Filled,Lemon Bar,Vanilla,Amethyst,Zebrabar,2013-10-01,11829.09654047119
Cheese,Chocolate Outer,Watermelon,Black Currant,Teal,Zebrabar,2013-10-01,4385.508178928583
Sponge,Candy Outer,Butter Milk,Hazelnut,Rose,Zebrabar,2013-10-01,1145.6762571253598
Butter,Jelly Filled,Irish Cream,Tangerine,Opal,Zebrabar,2013-10-01,12254.48365417063
Pound,Candy Outer,Dill Pickle,Rock and Rye,Slate,Zebrabar,2013-10-01,1326.7184951678496
Sponge,Chocolate Outer,Wintergreen,Ginger Beer,Slate,Zebrabar,2013-10-01,10129.699451727109
Butter,Jelly Filled,Fruit Punch,Papaya,Opal,Zebrabar,2013-10-01,11799.2263841194
Butter,Candy Outer,Toasted Coconut,Rock and Rye,Teal,Zebrabar,2013-10-01,4217.3394691454105
Chiffon,Candy Outer,Sassafras,Black Currant,Black,Zebrabar,2013-10-01,10234.375375974847
Chiffon,Jelly Filled,Cherry Cola,Apricot,Tiffany,Zebrabar,2013-10-01,11595.482304713669
Cheese,Candy Outer,Doughnut,Mango,Slate,Zebrabar,2013-10-01,12360.7644554666
Cheese,Chocolate Outer,Bavarian Cream,Papaya,Olive,Dandy's Candies,2013-10-01,25504.40276471389
Cheese,Candy Outer,Wild Cherry Cream,Kiwi,Burgundy,Dandy's Candies,2013-10-01,14163.124333222828
Sponge,Chocolate Outer,Apricot,Banana,Slate,Dandy's Candies,2013-10-01,14301.504580063742
Chiffon,Jelly Filled,Raspberry Ginger Ale,Mixed Berry,Taupe,Dandy's Candies,2013-10-01,18220.653387758804
Sponge,Jelly Filled,Chocolate,Egg Nog,Olive,Dandy's Candies,2013-10-01,21431.310113133255
Chiffon,Jelly Filled,Kettle Corn,Hazelnut,Rose,Dandy's Candies,2013-10-01,21666.081493055844
Chiffon,Jelly Filled,Wintergreen,Apple,Slate,Dandy's Candies,2013-10-01,15796.364618324245
Chiffon,Chocolate Outer,Blueberry,Pear,Citrine,Dandy's Candies,2013-10-01,30138.222589043868
Pound,Candy Outer,Lemon,Wild Cherry Cream,White,Dandy's Candies,2013-10-01,18862.783079915258
Tiramisu,Chocolate Outer,Toasted Coconut,Vanilla,Citrine,Dandy's Candies,2013-10-01,24673.281613094146
Pound,Jelly Filled,Doughnut,Black Cherry,Rose,Dandy's Candies,2013-10-01,26136.885686943904
Butter,Chocolate Outer,Raspberry Ginger Ale,Apple,Olive,Dandy's Candies,2013-10-01,14085.13188105727
Cheese,Jelly Filled,Vanilla,Egg Nog,Tiffany,Dandy's Candies,2013-10-01,11483.941313258383
Sponge,Candy Outer,Cheesecake,Hazelnut,Black,Dandy's Candies,2013-10-01,14665.78604156625
Cheese,Chocolate Outer,Lemon,Mixed Berry,Citrine,Dandy's Candies,2013-10-01,32239.682999735476
Butter,Candy Outer,Ginger Lime,Vanilla,Burgundy,Dandy's Candies,2013-10-01,15528.84585034115
Sponge,Chocolate Outer,Lemon Bar,Black Currant,Burgundy,Dandy's Candies,2013-10-01,13628.615581828477
Pound,Chocolate Outer,Lemon,Dill Pickle,Slate,Dandy's Candies,2013-10-01,6419.384899080856
Chiffon,Candy Outer,Caramel Cream,Dill Pickle,Citrine,Dandy's Candies,2013-10-01,16641.251533079805
Butter,Jelly Filled,Cheesecake,Pear,Olive,Dandy's Candies,2013-10-01,15955.124228541155
Pound,Candy Outer,Apricot,Toffee,Olive,Dandy's Candies,2013-10-01,6935.29625963716
Tiramisu,Chocolate Outer,Wild Cherry Cream,Tangerine,Opal,Dandy's Candies,2013-10-01,23574.01015415427
Cheese,Chocolate Outer,Coconut,Black Currant,Citrine,Dandy's Candies,2013-10-01,15311.95951235938
Butter,Chocolate Outer,Butter Milk,Banana,Olive,Dandy's Candies,2013-10-01,17838.546274705328
Chiffon,Chocolate Outer,Pecan,Wild Cherry Cream,Taupe,Dandy's Candies,2013-10-01,7532.357215573765
Pound,Jelly Filled,Gingersnap,Kiwi,Slate,Bertie Bott,2013-10-01,29554.362794222212
Sponge,Jelly Filled,Orange Pineapple	P,Toffee,Burgundy,Bertie Bott,2013-10-01,23360.840309873427
Sponge,Candy Outer,Amaretto,Mango,Opal,Bertie Bott,2013-10-01,39381.3768791098
Butter,Jelly Filled,Apricot,Hazelnut,Amethyst,Bertie Bott,2013-10-01,39922.6395207323
Sponge,Chocolate Outer,Black Licorice,Black Currant,Burgundy,Bertie Bott,2013-10-01,44720.40786326629
Chiffon,Chocolate Outer,Sour,Tutti Frutti,Amethyst,Bertie Bott,2013-10-01,18603.74864626769
Sponge,Chocolate Outer,Lemon Bar,Lemon,Taupe,Bertie Bott,2013-10-01,12560.447866016077
Sponge,Candy Outer,Sassafras,Tangerine,White,Bertie Bott,2013-10-01,18064.38639944065
Butter,Chocolate Outer,Vanilla,Papaya,Amethyst,Bertie Bott,2013-10-01,39344.9030494676
Pound,Candy Outer,Wintergreen,Toffee,Citrine,Bertie Bott,2013-10-01,29486.289598913496
Cheese,Jelly Filled,Lemon Bar,Hazelnut,Citrine,Bertie Bott,2013-10-01,30630.443185239164
Chiffon,Chocolate Outer,Kettle Corn,Rock and Rye,Black,Bertie Bott,2013-10-01,22003.28508319822
Tiramisu,Jelly Filled,Butter Toffee,Butter Rum,Amethyst,Bertie Bott,2013-10-01,33189.42950383135
Chiffon,Jelly Filled,Cheesecake,Mojito,White,Bertie Bott,2013-10-01,11320.091904174205
Pound,Chocolate Outer,Pecan,Ginger Beer,Citrine,Bertie Bott,2013-10-01,19973.94671598881
Cheese,Candy Outer,Cream Soda,Ginger Beer,Taupe,Bertie Bott,2013-10-01,20237.608985287654
Pound,Chocolate Outer,Chocolate,Apricot,Teal,Bertie Bott,2013-10-01,20756.088487550795
Pound,Candy Outer,Creme de Menthe,Banana,Black,Bertie Bott,2013-10-01,34211.59949239156
Butter,Jelly Filled,Lemon Custard,Mango,Opal,Bertie Bott,2013-10-01,32551.54262964143
Tiramisu,Chocolate Outer,Lemon,Pear,Amethyst,Bertie Bott,2013-10-01,27966.946104834944
Cheese,Jelly Filled,Watermelon,Pear,Teal,Bertie Bott,2013-10-01,37860.58880859638
Pound,Candy Outer,Butter Toffee,Mojito,Taupe,Bertie Bott,2013-10-01,52352.316401507116
Sponge,Chocolate Outer,Toasted Coconut,Mojito,Amethyst,Bertie Bott,2013-10-01,9981.665199350688
Sponge,Chocolate Outer,Coffee,Papaya,White,Bertie Bott,2013-10-01,18248.13747226853
Pound,Jelly Filled,Black Licorice,Black Cherry,Teal,Bertie Bott,2013-10-01,15811.33764406394
Butter,Chocolate Outer,Spice,Black Cherry,Tiffany,Slugworth,2013-11-01,6719.157665420128
Tiramisu,Candy Outer,Spice,Rock and Rye,Taupe,Slugworth,2013-11-01,6331.658631916417
Sponge,Jelly Filled,Wild Cherry Cream,Wild Cherry Cream,Slate,Slugworth,2013-11-01,5555.430712635043
Sponge,Chocolate Outer,Fruit Punch,Pear,Teal,Slugworth,2013-11-01,1271.2621983090594
Pound,Chocolate Outer,Orange,Cucumber,Taupe,Slugworth,2013-11-01,2039.4357487731454
Butter,Candy Outer,Coconut,Wild Cherry Cream,Taupe,Slugworth,2013-11-01,5450.504598809932
Butter,Chocolate Outer,Irish Cream,Kiwi,Slate,Slugworth,2013-11-01,2641.966888900228
Cheese,Jelly Filled,Dill Pickle,Peppermint,Teal,Slugworth,2013-11-01,1653.5103685875301
Chiffon,Candy Outer,Coconut,Kiwi,White,Slugworth,2013-11-01,6062.764475679069
Butter,Candy Outer,Horchata,Cucumber,Tiffany,Slugworth,2013-11-01,6052.130116283004
Butter,Jelly Filled,Ginger Ale,Fuzzy Navel,Olive,Slugworth,2013-11-01,2750.3430632651443
Cheese,Jelly Filled,Lemon,Pear,Black,Slugworth,2013-11-01,2815.431044050156
Cheese,Chocolate Outer,Chocolate,Fuzzy Navel,Rose,Slugworth,2013-11-01,1372.3344232706997
Tiramisu,Candy Outer,Chocolate Mint,Fuzzy Navel,Amethyst,Slugworth,2013-11-01,5757.123946073562
Sponge,Chocolate Outer,Vanilla,Black Cherry,Slate,Slugworth,2013-11-01,4201.227348824938
Chiffon,Jelly Filled,Plum,Banana,Olive,Slugworth,2013-11-01,2658.5883979283617
Tiramisu,Candy Outer,Bavarian Cream,Butter Rum,Rose,Slugworth,2013-11-01,7762.417090503653
Sponge,Jelly Filled,Cherry Cola,Vanilla,Rose,Slugworth,2013-11-01,5782.323453490875
Sponge,Chocolate Outer,Cheesecake,Mojito,Amethyst,Slugworth,2013-11-01,6282.746330986906
Cheese,Candy Outer,Kettle Corn,Toffee,Opal,Slugworth,2013-11-01,1729.4819549196209
Butter,Candy Outer,Orange Pineapple	P,Dill Pickle,Slate,Slugworth,2013-11-01,2661.8344950501537
Sponge,Jelly Filled,Sassafras,Black Cherry,Amethyst,Slugworth,2013-11-01,1594.211565596222
Chiffon,Jelly Filled,Chocolate,Black Currant,Rose,Slugworth,2013-11-01,4173.068739609682
Tiramisu,Candy Outer,Orange Pineapple	P,Apple,Rose,Slugworth,2013-11-01,2252.286838552038
Butter,Chocolate Outer,Watermelon,Toffee,Teal,Slugworth,2013-11-01,1169.026005940704
Chiffon,Jelly Filled,Lemon Bar,Apple,Tiffany,Perk-a-Cola,2013-11-01,12778.879883162253
Tiramisu,Jelly Filled,Vanilla,Tutti Frutti,Rose,Perk-a-Cola,2013-11-01,24398.44726882863
Cheese,Candy Outer,Pink Lemonade,Fuzzy Navel,Opal,Perk-a-Cola,2013-11-01,9013.440041849764
Tiramisu,Candy Outer,Gingersnap,Black Cherry,Black,Perk-a-Cola,2013-11-01,5385.962224135098
Cheese,Jelly Filled,Orange Brandy,Black Currant,Citrine,Perk-a-Cola,2013-11-01,16465.202695406762
Cheese,Jelly Filled,Dill Pickle,Passion Fruit,Rose,Perk-a-Cola,2013-11-01,30174.43964865995
Butter,Jelly Filled,Pink Lemonade,Kiwi,Opal,Perk-a-Cola,2013-11-01,18561.36681979553
Tiramisu,Jelly Filled,Pink Lemonade,Mango,Olive,Perk-a-Cola,2013-11-01,26306.808490665415
Sponge,Chocolate Outer,Dill Pickle,Tangerine,Amethyst,Perk-a-Cola,2013-11-01,4792.383452159006
Sponge,Chocolate Outer,Fruit Punch,Ginger Beer,White,Perk-a-Cola,2013-11-01,8129.700440580447
Pound,Candy Outer,Cheesecake,Cucumber,Burgundy,Perk-a-Cola,2013-11-01,4035.942873968668
Chiffon,Chocolate Outer,Cherry Cream Spice,Whipped Cream,Black,Perk-a-Cola,2013-11-01,11559.294142212384
Butter,Chocolate Outer,Plum,Fuzzy Navel,Taupe,Perk-a-Cola,2013-11-01,26222.63369857425
Cheese,Jelly Filled,Vanilla,Tutti Frutti,White,Perk-a-Cola,2013-11-01,4513.569146974419
Butter,Jelly Filled,Wintergreen,Wild Cherry Cream,Slate,Perk-a-Cola,2013-11-01,17735.70604434242
Butter,Candy Outer,Watermelon,Dill Pickle,Amethyst,Perk-a-Cola,2013-11-01,9582.181716119632
Chiffon,Chocolate Outer,Ginger Lime,Egg Nog,Citrine,Perk-a-Cola,2013-11-01,27416.086162646112
Chiffon,Jelly Filled,Chocolate Mint,Whipped Cream,Amethyst,Perk-a-Cola,2013-11-01,5931.8202686164
Sponge,Chocolate Outer,Spice,Banana,White,Perk-a-Cola,2013-11-01,6457.067292923802
Cheese,Jelly Filled,Horchata,Tutti Frutti,Olive,Perk-a-Cola,2013-11-01,5333.081539086934
Sponge,Jelly Filled,Acai Berry,Rum,Slate,Perk-a-Cola,2013-11-01,12160.820071299284
Butter,Jelly Filled,Orange,Passion Fruit,Slate,Perk-a-Cola,2013-11-01,28112.4905311799
Chiffon,Candy Outer,Irish Cream,Hazelnut,White,Perk-a-Cola,2013-11-01,7474.149876935233
Cheese,Chocolate Outer,Birch Beer,Apple,Olive,Perk-a-Cola,2013-11-01,14579.432384262242
Butter,Chocolate Outer,Chocolate Mint,Papaya,Amethyst,Perk-a-Cola,2013-11-01,21875.335600949024
Butter,Candy Outer,Amaretto,Ginger Beer,Amethyst,Fickelgruber,2013-11-01,4402.699008039813
Butter,Jelly Filled,Coconut,Rum,White,Fickelgruber,2013-11-01,9464.245685319982
Chiffon,Jelly Filled,Orange Pineapple	P,Papaya,Olive,Fickelgruber,2013-11-01,19040.28375830325
Sponge,Jelly Filled,Acai Berry,Fuzzy Navel,Citrine,Fickelgruber,2013-11-01,16293.230622224264
Chiffon,Candy Outer,Acai Berry,Lemon,Olive,Fickelgruber,2013-11-01,5303.327121306819
Tiramisu,Chocolate Outer,Pink Lemonade,Mojito,Opal,Fickelgruber,2013-11-01,11108.385521380182
Chiffon,Candy Outer,Sassafras,Lemon,Burgundy,Fickelgruber,2013-11-01,1968.7648303693823
Sponge,Candy Outer,Vanilla,Rum,Opal,Fickelgruber,2013-11-01,11706.340027810686
Chiffon,Candy Outer,Pecan,Ginger Beer,Slate,Fickelgruber,2013-11-01,17625.419108339993
Cheese,Jelly Filled,Pink Lemonade,Apple,White,Fickelgruber,2013-11-01,1987.9665050084145
Cheese,Chocolate Outer,Orange Pineapple	P,Banana,White,Fickelgruber,2013-11-01,10065.84282442589
Cheese,Chocolate Outer,Wintergreen,Rum,Opal,Fickelgruber,2013-11-01,15839.980996381566
Chiffon,Candy Outer,Spice,Hazelnut,Olive,Fickelgruber,2013-11-01,9113.628196281303
Butter,Jelly Filled,Wild Cherry Cream,Kiwi,White,Fickelgruber,2013-11-01,9745.3848338559
Butter,Candy Outer,Coffee,Apple,Burgundy,Fickelgruber,2013-11-01,10838.830492173174
Pound,Candy Outer,Watermelon,Egg Nog,Burgundy,Fickelgruber,2013-11-01,8395.896889357093
Sponge,Jelly Filled,Kettle Corn,Butter Rum,Olive,Fickelgruber,2013-11-01,3779.7526788968617
Pound,Jelly Filled,Lemon Bar,Black Currant,Slate,Fickelgruber,2013-11-01,14147.26217739087
Tiramisu,Chocolate Outer,Dill Pickle,Rum,Black,Fickelgruber,2013-11-01,9426.75412808726
Chiffon,Chocolate Outer,Kettle Corn,Mixed Berry,Rose,Fickelgruber,2013-11-01,11564.337947937933
Pound,Candy Outer,Apricot,Banana,Teal,Fickelgruber,2013-11-01,12050.195071257975
Cheese,Candy Outer,Butter Toffee,Hazelnut,Black,Fickelgruber,2013-11-01,14727.707315476595
Chiffon,Chocolate Outer,Lemon,Cucumber,Tiffany,Fickelgruber,2013-11-01,4511.8860961802275
Tiramisu,Candy Outer,Gingersnap,Butter Rum,Tiffany,Fickelgruber,2013-11-01,13378.54228077134
Cheese,Jelly Filled,Ginger Ale,Rum,Opal,Fickelgruber,2013-11-01,2403.474895179485
Pound,Jelly Filled,Margarita,Papaya,White,Zebrabar,2013-11-01,6088.908573511027
Sponge,Chocolate Outer,Pecan,Wild Cherry Cream,Black,Zebrabar,2013-11-01,3174.9491376815567
Butter,Chocolate Outer,Orange,Mango,Tiffany,Zebrabar,2013-11-01,6400.387577740853
Chiffon,Jelly Filled,Irish Cream,Apricot,Amethyst,Zebrabar,2013-11-01,3355.868061756958
Sponge,Candy Outer,Caramel Cream,Tangerine,Opal,Zebrabar,2013-11-01,9559.532401875611
Pound,Jelly Filled,Lemon Bar,Toffee,Slate,Zebrabar,2013-11-01,3810.337545640933
Pound,Jelly Filled,Cherry Cream Spice,Apple,Rose,Zebrabar,2013-11-01,7234.988558178908
Cheese,Chocolate Outer,Butter Milk,Rum,Teal,Zebrabar,2013-11-01,12462.66473573411
Tiramisu,Jelly Filled,Lemon Custard,Banana,Teal,Zebrabar,2013-11-01,12245.26146060737
Pound,Jelly Filled,Grand Mariner,Mixed Berry,Olive,Zebrabar,2013-11-01,8624.445071566108
Pound,Candy Outer,Cream Soda,Black Currant,Opal,Zebrabar,2013-11-01,2719.0664626209877
Tiramisu,Chocolate Outer,Kettle Corn,Butter Rum,Citrine,Zebrabar,2013-11-01,4182.823109232537
Tiramisu,Jelly Filled,Wild Cherry Cream,Mixed Berry,Citrine,Zebrabar,2013-11-01,4557.317549384845
Tiramisu,Chocolate Outer,Bavarian Cream,Rum,Olive,Zebrabar,2013-11-01,7666.450738706799
Tiramisu,Jelly Filled,Lemon Bar,Vanilla,Amethyst,Zebrabar,2013-11-01,12108.30847947561
Cheese,Chocolate Outer,Watermelon,Black Currant,Teal,Zebrabar,2013-11-01,4628.084675311502
Sponge,Candy Outer,Butter Milk,Hazelnut,Rose,Zebrabar,2013-11-01,1283.9755589903332
Butter,Jelly Filled,Irish Cream,Tangerine,Opal,Zebrabar,2013-11-01,11421.418434701216
Pound,Candy Outer,Dill Pickle,Rock and Rye,Slate,Zebrabar,2013-11-01,1591.354084883114
Sponge,Chocolate Outer,Wintergreen,Ginger Beer,Slate,Zebrabar,2013-11-01,10270.883881313686
Butter,Jelly Filled,Fruit Punch,Papaya,Opal,Zebrabar,2013-11-01,12212.010730644162
Butter,Candy Outer,Toasted Coconut,Rock and Rye,Teal,Zebrabar,2013-11-01,3654.4584255239224
Chiffon,Candy Outer,Sassafras,Black Currant,Black,Zebrabar,2013-11-01,10078.635129582479
Chiffon,Jelly Filled,Cherry Cola,Apricot,Tiffany,Zebrabar,2013-11-01,12414.109702447771
Cheese,Candy Outer,Doughnut,Mango,Slate,Zebrabar,2013-11-01,12013.295832526019
Cheese,Chocolate Outer,Bavarian Cream,Papaya,Olive,Dandy's Candies,2013-11-01,28903.013923758295
Cheese,Candy Outer,Wild Cherry Cream,Kiwi,Burgundy,Dandy's Candies,2013-11-01,27047.016781755166
Sponge,Chocolate Outer,Apricot,Banana,Slate,Dandy's Candies,2013-11-01,22297.33674919685
Chiffon,Jelly Filled,Raspberry Ginger Ale,Mixed Berry,Taupe,Dandy's Candies,2013-11-01,34311.3454635608
Sponge,Jelly Filled,Chocolate,Egg Nog,Olive,Dandy's Candies,2013-11-01,25878.50856822111
Chiffon,Jelly Filled,Kettle Corn,Hazelnut,Rose,Dandy's Candies,2013-11-01,43274.53829731131
Chiffon,Jelly Filled,Wintergreen,Apple,Slate,Dandy's Candies,2013-11-01,25429.59257981048
Chiffon,Chocolate Outer,Blueberry,Pear,Citrine,Dandy's Candies,2013-11-01,36197.97226939789
Pound,Candy Outer,Lemon,Wild Cherry Cream,White,Dandy's Candies,2013-11-01,29352.955331316185
Tiramisu,Chocolate Outer,Toasted Coconut,Vanilla,Citrine,Dandy's Candies,2013-11-01,38578.21519429644
Pound,Jelly Filled,Doughnut,Black Cherry,Rose,Dandy's Candies,2013-11-01,34393.27053783963
Butter,Chocolate Outer,Raspberry Ginger Ale,Apple,Olive,Dandy's Candies,2013-11-01,15558.526376218852
Cheese,Jelly Filled,Vanilla,Egg Nog,Tiffany,Dandy's Candies,2013-11-01,18064.30982589412
Sponge,Candy Outer,Cheesecake,Hazelnut,Black,Dandy's Candies,2013-11-01,19853.807965539778
Cheese,Chocolate Outer,Lemon,Mixed Berry,Citrine,Dandy's Candies,2013-11-01,36378.48106196652
Butter,Candy Outer,Ginger Lime,Vanilla,Burgundy,Dandy's Candies,2013-11-01,29481.64585954738
Sponge,Chocolate Outer,Lemon Bar,Black Currant,Burgundy,Dandy's Candies,2013-11-01,16324.25148076127
Pound,Chocolate Outer,Lemon,Dill Pickle,Slate,Dandy's Candies,2013-11-01,12927.79780223
Chiffon,Candy Outer,Caramel Cream,Dill Pickle,Citrine,Dandy's Candies,2013-11-01,25820.883278050733
Butter,Jelly Filled,Cheesecake,Pear,Olive,Dandy's Candies,2013-11-01,18706.64476649246
Pound,Candy Outer,Apricot,Toffee,Olive,Dandy's Candies,2013-11-01,9632.330253890344
Tiramisu,Chocolate Outer,Wild Cherry Cream,Tangerine,Opal,Dandy's Candies,2013-11-01,45203.632508642346
Cheese,Chocolate Outer,Coconut,Black Currant,Citrine,Dandy's Candies,2013-11-01,28419.826875791514
Butter,Chocolate Outer,Butter Milk,Banana,Olive,Dandy's Candies,2013-11-01,19372.07237208343
Chiffon,Chocolate Outer,Pecan,Wild Cherry Cream,Taupe,Dandy's Candies,2013-11-01,8560.656087080479
Pound,Jelly Filled,Gingersnap,Kiwi,Slate,Bertie Bott,2013-11-01,25601.513319330104
Sponge,Jelly Filled,Orange Pineapple	P,Toffee,Burgundy,Bertie Bott,2013-11-01,12075.391167589605
Sponge,Candy Outer,Amaretto,Mango,Opal,Bertie Bott,2013-11-01,30066.28710494955
Butter,Jelly Filled,Apricot,Hazelnut,Amethyst,Bertie Bott,2013-11-01,27757.30000846388
Sponge,Chocolate Outer,Black Licorice,Black Currant,Burgundy,Bertie Bott,2013-11-01,25920.7502303487
Chiffon,Chocolate Outer,Sour,Tutti Frutti,Amethyst,Bertie Bott,2013-11-01,19187.04833199684
Sponge,Chocolate Outer,Lemon Bar,Lemon,Taupe,Bertie Bott,2013-11-01,10217.952342210332
Sponge,Candy Outer,Sassafras,Tangerine,White,Bertie Bott,2013-11-01,12960.318177221841
Butter,Chocolate Outer,Vanilla,Papaya,Amethyst,Bertie Bott,2013-11-01,34019.236595978175
Pound,Candy Outer,Wintergreen,Toffee,Citrine,Bertie Bott,2013-11-01,20809.538616513666
Cheese,Jelly Filled,Lemon Bar,Hazelnut,Citrine,Bertie Bott,2013-11-01,17115.63584169086
Chiffon,Chocolate Outer,Kettle Corn,Rock and Rye,Black,Bertie Bott,2013-11-01,21155.778805760914
Tiramisu,Jelly Filled,Butter Toffee,Butter Rum,Amethyst,Bertie Bott,2013-11-01,29523.24632054728
Chiffon,Jelly Filled,Cheesecake,Mojito,White,Bertie Bott,2013-11-01,5524.849255816504
Pound,Chocolate Outer,Pecan,Ginger Beer,Citrine,Bertie Bott,2013-11-01,18089.330882705974
Cheese,Candy Outer,Cream Soda,Ginger Beer,Taupe,Bertie Bott,2013-11-01,15466.161211354472
Pound,Chocolate Outer,Chocolate,Apricot,Teal,Bertie Bott,2013-11-01,15584.719603832351
Pound,Candy Outer,Creme de Menthe,Banana,Black,Bertie Bott,2013-11-01,31398.639543738438
Butter,Jelly Filled,Lemon Custard,Mango,Opal,Bertie Bott,2013-11-01,26003.44629728724
Tiramisu,Chocolate Outer,Lemon,Pear,Amethyst,Bertie Bott,2013-11-01,15318.780455104505
Cheese,Jelly Filled,Watermelon,Pear,Teal,Bertie Bott,2013-11-01,21526.877403232684
Pound,Candy Outer,Butter Toffee,Mojito,Taupe,Bertie Bott,2013-11-01,24996.186592017108
Sponge,Chocolate Outer,Toasted Coconut,Mojito,Amethyst,Bertie Bott,2013-11-01,10809.386732364806
Sponge,Chocolate Outer,Coffee,Papaya,White,Bertie Bott,2013-11-01,18701.64851527357
Pound,Jelly Filled,Black Licorice,Black Cherry,Teal,Bertie Bott,2013-11-01,9967.499528225595
Butter,Chocolate Outer,Spice,Black Cherry,Tiffany,Slugworth,2013-12-01,6593.413000878373
Tiramisu,Candy Outer,Spice,Rock and Rye,Taupe,Slugworth,2013-12-01,6140.380304589585
Sponge,Jelly Filled,Wild Cherry Cream,Wild Cherry Cream,Slate,Slugworth,2013-12-01,5436.631552296271
Sponge,Chocolate Outer,Fruit Punch,Pear,Teal,Slugworth,2013-12-01,1023.6943927592675
Pound,Chocolate Outer,Orange,Cucumber,Taupe,Slugworth,2013-12-01,2270.4258200883396
Butter,Candy Outer,Coconut,Wild Cherry Cream,Taupe,Slugworth,2013-12-01,5235.415999087968
Butter,Chocolate Outer,Irish Cream,Kiwi,Slate,Slugworth,2013-12-01,2342.379897879867
Cheese,Jelly Filled,Dill Pickle,Peppermint,Teal,Slugworth,2013-12-01,1645.8571536681948
Chiffon,Candy Outer,Coconut,Kiwi,White,Slugworth,2013-12-01,6144.393968306817
Butter,Candy Outer,Horchata,Cucumber,Tiffany,Slugworth,2013-12-01,6275.652922480259
Butter,Jelly Filled,Ginger Ale,Fuzzy Navel,Olive,Slugworth,2013-12-01,2753.3928709200327
Cheese,Jelly Filled,Lemon,Pear,Black,Slugworth,2013-12-01,3252.904478584271
Cheese,Chocolate Outer,Chocolate,Fuzzy Navel,Rose,Slugworth,2013-12-01,1342.898986441101
Tiramisu,Candy Outer,Chocolate Mint,Fuzzy Navel,Amethyst,Slugworth,2013-12-01,5879.522159414489
Sponge,Chocolate Outer,Vanilla,Black Cherry,Slate,Slugworth,2013-12-01,4153.533041729255
Chiffon,Jelly Filled,Plum,Banana,Olive,Slugworth,2013-12-01,2762.113704825986
Tiramisu,Candy Outer,Bavarian Cream,Butter Rum,Rose,Slugworth,2013-12-01,7887.032171534483
Sponge,Jelly Filled,Cherry Cola,Vanilla,Rose,Slugworth,2013-12-01,5772.622805982111
Sponge,Chocolate Outer,Cheesecake,Mojito,Amethyst,Slugworth,2013-12-01,6152.303147652087
Cheese,Candy Outer,Kettle Corn,Toffee,Opal,Slugworth,2013-12-01,1612.1020827490088
Butter,Candy Outer,Orange Pineapple	P,Dill Pickle,Slate,Slugworth,2013-12-01,2764.653570201957
Sponge,Jelly Filled,Sassafras,Black Cherry,Amethyst,Slugworth,2013-12-01,1585.6483866003473
Chiffon,Jelly Filled,Chocolate,Black Currant,Rose,Slugworth,2013-12-01,3914.032175055115
Tiramisu,Candy Outer,Orange Pineapple	P,Apple,Rose,Slugworth,2013-12-01,2189.3995571181936
Butter,Chocolate Outer,Watermelon,Toffee,Teal,Slugworth,2013-12-01,1276.333385221432
Chiffon,Jelly Filled,Lemon Bar,Apple,Tiffany,Perk-a-Cola,2013-12-01,12207.646712997546
Tiramisu,Jelly Filled,Vanilla,Tutti Frutti,Rose,Perk-a-Cola,2013-12-01,23485.45580628562
Cheese,Candy Outer,Pink Lemonade,Fuzzy Navel,Opal,Perk-a-Cola,2013-12-01,9622.317103336294
Tiramisu,Candy Outer,Gingersnap,Black Cherry,Black,Perk-a-Cola,2013-12-01,5060.70891636251
Cheese,Jelly Filled,Orange Brandy,Black Currant,Citrine,Perk-a-Cola,2013-12-01,16736.73252143606
Cheese,Jelly Filled,Dill Pickle,Passion Fruit,Rose,Perk-a-Cola,2013-12-01,31140.855203976833
Butter,Jelly Filled,Pink Lemonade,Kiwi,Opal,Perk-a-Cola,2013-12-01,18463.153865016895
Tiramisu,Jelly Filled,Pink Lemonade,Mango,Olive,Perk-a-Cola,2013-12-01,26413.046697403828
Sponge,Chocolate Outer,Dill Pickle,Tangerine,Amethyst,Perk-a-Cola,2013-12-01,5509.899220564978
Sponge,Chocolate Outer,Fruit Punch,Ginger Beer,White,Perk-a-Cola,2013-12-01,8511.952993832778
Pound,Candy Outer,Cheesecake,Cucumber,Burgundy,Perk-a-Cola,2013-12-01,3224.2120395476995
Chiffon,Chocolate Outer,Cherry Cream Spice,Whipped Cream,Black,Perk-a-Cola,2013-12-01,10988.958512264553
Butter,Chocolate Outer,Plum,Fuzzy Navel,Taupe,Perk-a-Cola,2013-12-01,25768.01853002603
Cheese,Jelly Filled,Vanilla,Tutti Frutti,White,Perk-a-Cola,2013-12-01,4385.696795850364
Butter,Jelly Filled,Wintergreen,Wild Cherry Cream,Slate,Perk-a-Cola,2013-12-01,16799.772745910937
Butter,Candy Outer,Watermelon,Dill Pickle,Amethyst,Perk-a-Cola,2013-12-01,9657.801414237601
Chiffon,Chocolate Outer,Ginger Lime,Egg Nog,Citrine,Perk-a-Cola,2013-12-01,26941.98740830858
Chiffon,Jelly Filled,Chocolate Mint,Whipped Cream,Amethyst,Perk-a-Cola,2013-12-01,5790.599337019365
