product,base_cake,truffle_type,primary_flavor,secondary_flavor,color_group,rate_kg_per_hr,cost_usd_per_kg,price_usd_per_kg,ebit_per_kg,ebit_per_hr,kg_produced
SpoJelLemHazSla,Sponge,Jelly Filled,Lemon Bar,Hazelnut,Slate,0.7156829523847463,1.3568266339262478,2.376313969915509,1.0194873359892611,0.7296297065396542,1611.813405402488
SpoJelRasTanTea,Sponge,Jelly Filled,Raspberry Ginger Ale,Tangerine,Teal,0.7917222045448806,0.7796569416345651,1.6988285302864798,0.9191715886519147,0.7277285565225141,1453.2138224322812
SpoJelLemTanCit,Sponge,Jelly Filled,Lemon Custard,Tangerine,Citrine,0.6622991557749875,0.7820941949858743,1.878031062233195,1.0959368672473206,0.7258380619605851,1732.6804088154413
SpoJelRasTanTea,Sponge,Jelly Filled,Raspberry Ginger Ale,Tangerine,Teal,0.7894723357563512,0.7815176526529601,1.6988285302864798,0.9173108776335197,0.7241915611800432,1450.2720311444875
SpoJelLemHazSla,Sponge,Jelly Filled,Lemon Bar,Hazelnut,Slate,0.7781849541399221,1.4465444752757453,2.376313969915509,0.9297694946397637,0.723532631546943,1469.9691526236413
SpoJelRasTanTea,Sponge,Jelly Filled,Raspberry Ginger Ale,Tangerine,Teal,0.7801478874091002,0.7736969828385352,1.6988285302864798,0.9251315474479447,0.7217394223170258,1462.6365402473741
SpoJelPeaTutTau,Sponge,Jelly Filled,Pear,Tutti Frutti,Taupe,0.7213156865915071,1.4441153079907172,2.442300937901207,0.9981856299104896,0.7200069529846609,1578.1353260348897
SpoJelCrePeaOpa,Sponge,Jelly Filled,Creme de Menthe,Pear,Opal,0.652452962675635,1.1153261584427536,2.216476262642167,1.1011501041994132,0.7184486478354913,1740.9225565187953
SpoJelCrePeaOpa,Sponge,Jelly Filled,Creme de Menthe,Pear,Opal,1.0267331716881185,1.5168537369731092,2.216476262642167,0.6996225256690576,0.7183256547646436,1106.1059081236215
SpoJelCrePeaOpa,Sponge,Jelly Filled,Creme de Menthe,Pear,Opal,0.6398458446091618,1.096237224333764,2.216476262642167,1.1202390383084029,0.7167802936305953,1771.1022348782708
SpoJelLemHazSla,Sponge,Jelly Filled,Lemon Bar,Hazelnut,Slate,0.6153104071663518,1.213513872907816,2.376313969915509,1.1628000970076928,0.7154830011428768,1838.391432632818
SpoJelRasTanTea,Sponge,Jelly Filled,Raspberry Ginger Ale,Tangerine,Teal,0.7698032056387082,0.7698355492476652,1.6988285302864798,0.9289929810388147,0.7151417748195392,1468.7414816293053
SpoJelSasPapOpa,Sponge,Jelly Filled,Sassafras,Papaya,Opal,0.4929887296856461,0.47842042067753066,1.9287251417514815,1.4503047210739508,0.7149838820993423,2292.9373507883706
SpoJelRasTanTea,Sponge,Jelly Filled,Raspberry Ginger Ale,Tangerine,Teal,0.7720645900095182,0.7743053083520546,1.6988285302864798,0.9245232219344253,0.7137916422970808,1461.6747752671474
SpoJelLemHazSla,Sponge,Jelly Filled,Lemon Bar,Hazelnut,Slate,0.6121960376287452,1.2114206619597048,2.376313969915509,1.1648933079558041,0.7131430673907849,1841.7008072051142
SpoJelLemTanCit,Sponge,Jelly Filled,Lemon Custard,Tangerine,Citrine,0.6893832782719245,0.845684013235804,1.878031062233195,1.0323470489973912,0.7116827929521685,1632.1446612056998
SpoJelLemTanCit,Sponge,Jelly Filled,Lemon Custard,Tangerine,Citrine,0.6402228352831664,0.7673894375895522,1.878031062233195,1.1106416246436428,0.7110581299128552,1755.9286869037462
SpoJelCrePeaOpa,Sponge,Jelly Filled,Creme de Menthe,Pear,Opal,0.682024732749424,1.1754621931611184,2.216476262642167,1.0410140694810484,0.7099973425262023,1645.8472539769
SpoJelRasTanTea,Sponge,Jelly Filled,Raspberry Ginger Ale,Tangerine,Teal,0.7735493079676137,0.7817558965486529,1.6988285302864798,0.917072633737827,0.709400901183933,1449.8953666276495
SpoJelRasTanTea,Sponge,Jelly Filled,Raspberry Ginger Ale,Tangerine,Teal,0.7679981478944721,0.7751985844329436,1.6988285302864798,0.9236299458535362,0.7093460877553873,1460.2625023422413
SpoJelSasPapOpa,Sponge,Jelly Filled,Sassafras,Papaya,Opal,0.619238251824099,0.7832509789061428,1.9287251417514815,1.1454741628453387,0.7093214181100208,1810.999063980288
SpoJelLemTanCit,Sponge,Jelly Filled,Lemon Custard,Tangerine,Citrine,0.6764157820021784,0.8324408401832716,1.878031062233195,1.0455902220499236,0.7072537277017305,1653.082168816252
SpoJelRasTanTea,Sponge,Jelly Filled,Raspberry Ginger Ale,Tangerine,Teal,0.7530306196548749,0.7598202732996507,1.6988285302864798,0.9390082569868291,0.707101969619836,1484.5756714833171
SpoJelLemHazSla,Sponge,Jelly Filled,Lemon Bar,Hazelnut,Slate,0.7491586812883027,1.4331038698019976,2.376313969915509,0.9432101001135114,0.7066140347788461,1491.2188016526713
SpoChoHorButBla,Sponge,Chocolate Outer,Horchata,Butter Rum,Black,0.7889056973743361,0.762422879468716,1.6573785148688676,0.8949556354001516,0.7060355996644486,1414.9283070581077
SpoJelLemHazSla,Sponge,Jelly Filled,Lemon Bar,Hazelnut,Slate,0.7140138246858267,1.389228612422125,2.376313969915509,0.987085357493384,0.7047925913952277,1560.5857525836911
SpoJelPeaTutTau,Sponge,Jelly Filled,Pear,Tutti Frutti,Taupe,0.6907544959535074,1.4226028366203254,2.442300937901207,1.0196981012808815,0.7043610479750237,1612.1466261404362
SpoJelLemHazSla,Sponge,Jelly Filled,Lemon Bar,Hazelnut,Slate,0.6046946175025311,1.2116118334269423,2.376313969915509,1.1647021364885666,0.7042891129283345,1841.3985643789933
SpoJelPeaTutTau,Sponge,Jelly Filled,Pear,Tutti Frutti,Taupe,0.8212262482456422,1.5849898255469688,2.442300937901207,0.8573111123542381,0.7040463883779692,1355.4121711107111
SpoChoHorButBla,Sponge,Chocolate Outer,Horchata,Butter Rum,Black,0.7816380413264284,0.7578468300291148,1.6573785148688676,0.8995316848397528,0.7031081842492065,1422.1630588496803
SpoChoHorButBla,Sponge,Chocolate Outer,Horchata,Butter Rum,Black,0.788909906846248,0.7664264226636132,1.6573785148688676,0.8909520922052544,0.702880932066117,1408.598689844784
SpoJelRasTanTea,Sponge,Jelly Filled,Raspberry Ginger Ale,Tangerine,Teal,0.7535060767652693,0.7662646573497179,1.6988285302864798,0.9325638729367619,0.7026925452296046,1474.3870754755196
SpoJelRasTanTea,Sponge,Jelly Filled,Raspberry Ginger Ale,Tangerine,Teal,0.7510327048503865,0.763344219469434,1.6988285302864798,0.9354843108170459,0.7025793122980256,1479.0042990141715
SpoJelLemTanCit,Sponge,Jelly Filled,Lemon Custard,Tangerine,Citrine,0.6590029108601715,0.8130449657536722,1.878031062233195,1.0649860964795228,0.7018289376056169,1683.7471210049869
SpoJelLemHazSla,Sponge,Jelly Filled,Lemon Bar,Hazelnut,Slate,0.6031827590984011,1.2134513924078612,2.376313969915509,1.1628625775076478,0.7014186579533414,1838.49021454393
SpoJelLemTanCit,Sponge,Jelly Filled,Lemon Custard,Tangerine,Citrine,0.6466219054724188,0.79337936206661,1.878031062233195,1.0846517001665852,0.701359549135616,1714.8385161888048
SpoJelLemHazSla,Sponge,Jelly Filled,Lemon Bar,Hazelnut,Slate,0.6026246928447978,1.2127043578285182,2.376313969915509,1.1636096120869908,0.7012198850751772,1839.6712790915496
SpoJelRasTanTea,Sponge,Jelly Filled,Raspberry Ginger Ale,Tangerine,Teal,0.7588768841921865,0.7752254891869121,1.6988285302864798,0.9236030410995677,0.7009009980600679,1460.2199658225763
SpoChoHorButBla,Sponge,Chocolate Outer,Horchata,Butter Rum,Black,0.8032880138026353,0.7857350750729448,1.6573785148688676,0.8716434397959227,0.7001807274977636,1378.0716360060833
SpoJelRasTanTea,Sponge,Jelly Filled,Raspberry Ginger Ale,Tangerine,Teal,0.7485734918999738,0.7640274047985592,1.6988285302864798,0.9348011254879206,0.6997673427385184,1477.9241803771017
SpoJelLemHazSla,Sponge,Jelly Filled,Lemon Bar,Hazelnut,Slate,0.6066393680896003,1.223178686869413,2.376313969915509,1.153135283046096,0.699537259428906,1823.111324529359
SpoJelLemHazSla,Sponge,Jelly Filled,Lemon Bar,Hazelnut,Slate,0.6041763531489864,1.2186169159543148,2.376313969915509,1.1576970539611942,0.6994531841135997,1830.3235019186895
SpoChoHorButBla,Sponge,Chocolate Outer,Horchata,Butter Rum,Black,0.7970935824710751,0.7801938616542041,1.6573785148688676,0.8771846532146634,0.6991982577195237,1386.832315766618
SpoJelLemHazSla,Sponge,Jelly Filled,Lemon Bar,Hazelnut,Slate,0.5974435966072553,1.2060432874248408,2.376313969915509,1.1702706824906681,0.6991707255512521,1850.2024570591102
SpoJelLemHazSla,Sponge,Jelly Filled,Lemon Bar,Hazelnut,Slate,0.5934321228949758,1.200727441642582,2.376313969915509,1.175586528272927,0.6976308091197375,1858.60682971822
SpoJelRasTanTea,Sponge,Jelly Filled,Raspberry Ginger Ale,Tangerine,Teal,0.7521873674486476,0.7718136509344841,1.6988285302864798,0.9270148793519958,0.6972888816855033,1465.6140952425287
SpoJelSasPapOpa,Sponge,Jelly Filled,Sassafras,Papaya,Opal,0.6185511253137657,0.8018788619443575,1.9287251417514815,1.126846279807124,0.697012034430327,1781.548309139739
SpoJelCrePeaOpa,Sponge,Jelly Filled,Creme de Menthe,Pear,Opal,0.7200808253408466,1.2499261437797422,2.216476262642167,0.9665501188624246,0.6959942073237481,1528.1194612036204
SpoJelSasPapOpa,Sponge,Jelly Filled,Sassafras,Papaya,Opal,0.472210492623759,0.4548299533379083,1.9287251417514815,1.4738951884135731,0.6959887729965615,2330.233970525993
SpoJelLemHazSla,Sponge,Jelly Filled,Lemon Bar,Hazelnut,Slate,0.6005944917551604,1.2187044091803039,2.376313969915509,1.157609560735205,0.695253925780675,1830.1851747913652
SpoJelLemHazSla,Sponge,Jelly Filled,Lemon Bar,Hazelnut,Slate,0.8256657839893056,1.534505455276884,2.376313969915509,0.8418085146386249,0.6950524872079731,1330.902504404218
SpoJelRasTanTea,Sponge,Jelly Filled,Raspberry Ginger Ale,Tangerine,Teal,0.7486357499479032,0.7733631468435933,1.6988285302864798,0.9254653834428865,0.6928364713845891,1463.1643362413586
SpoJelAprWhiTif,Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.7504504240522935,1.018389531275812,1.9412011022129323,0.9228115709371203,0.692524334730125,1458.9686484468966
SpoChoHorButBla,Sponge,Chocolate Outer,Horchata,Butter Rum,Black,0.7823880154467301,0.7725890928841966,1.6573785148688676,0.8847894219846709,0.6922486399548461,1398.8554844866003
SpoJelSasPapOpa,Sponge,Jelly Filled,Sassafras,Papaya,Opal,0.5609344078625816,0.6954732246308843,1.9287251417514815,1.2332519171205971,0.6917734338754358,1949.7760316212843
SpoJelRasTanTea,Sponge,Jelly Filled,Raspberry Ginger Ale,Tangerine,Teal,0.7576369535835175,0.7861029211871102,1.6988285302864798,0.9127256090993696,0.6915146499357068,1443.02270392892
SpoChoHorButBla,Sponge,Chocolate Outer,Horchata,Butter Rum,Black,0.7825892635152075,0.7738335666430671,1.6573785148688676,0.8835449482258004,0.6914527903146113,1396.8879666799444
SpoJelLemHazSla,Sponge,Jelly Filled,Lemon Bar,Hazelnut,Slate,0.6055061667739526,1.2346069291380768,2.376313969915509,1.1417070407774321,0.6913106538399758,1805.0432294794628
SpoJelCrePeaOpa,Sponge,Jelly Filled,Creme de Menthe,Pear,Opal,0.647930050186259,1.149794348221047,2.216476262642167,1.0666819144211197,0.691135266343651,1686.4282157031723
SpoChoHorButBla,Sponge,Chocolate Outer,Horchata,Butter Rum,Black,0.7696818161535237,0.7600334010016495,1.6573785148688676,0.897345113867218,0.690670216957811,1418.706081719135
SpoJelRasTanTea,Sponge,Jelly Filled,Raspberry Ginger Ale,Tangerine,Teal,0.7490408839890594,0.779418116214168,1.6988285302864798,0.9194104140723118,0.6886759893054716,1453.5914063419168
SpoJelLemHazSla,Sponge,Jelly Filled,Lemon Bar,Hazelnut,Slate,0.5948643313477039,1.2186506542866908,2.376313969915509,1.157663315628818,0.6886526141773027,1830.2701614852383
SpoJelLemHazSla,Sponge,Jelly Filled,Lemon Bar,Hazelnut,Slate,0.5914039677543764,1.2123002096820192,2.376313969915509,1.1640137602334897,0.6884023563227771,1840.310238867998
SpoJelLemHazSla,Sponge,Jelly Filled,Lemon Bar,Hazelnut,Slate,0.5891944680540981,1.2083745116103273,2.376313969915509,1.1679394583051816,0.6881434678555131,1846.5167826416643
SpoJelLemHazSla,Sponge,Jelly Filled,Lemon Bar,Hazelnut,Slate,0.6773185126051242,1.363249503885301,2.376313969915509,1.013064466030208,0.6861673173046848,1601.6588232554589
SpoJelLemHazSla,Sponge,Jelly Filled,Lemon Bar,Hazelnut,Slate,0.5851210439225938,1.2040499228675972,2.376313969915509,1.1722640470479118,0.6859163629615987,1853.3539741028228
SpoJelCrePeaOpa,Sponge,Jelly Filled,Creme de Menthe,Pear,Opal,0.6891298825561925,1.2223375123403835,2.216476262642167,0.9941387503017833,0.6850907202400279,1571.7371937843961
SpoJelLemHazSla,Sponge,Jelly Filled,Lemon Bar,Hazelnut,Slate,0.5916015491355253,1.2208106260681932,2.376313969915509,1.1555033438473157,0.6835975682513515,1826.855237778179
SpoJelRasTanTea,Sponge,Jelly Filled,Raspberry Ginger Ale,Tangerine,Teal,0.7489680183159348,0.7865827085446624,1.6988285302864798,0.9122458217418175,0.6832429453269606,1442.2641582684241
SpoChoHorButBla,Sponge,Chocolate Outer,Horchata,Butter Rum,Black,0.7800143508364986,0.7814627006825143,1.6573785148688676,0.8759158141863532,0.6832269051899914,1384.8262763751195
SpoChoHorButBla,Sponge,Chocolate Outer,Horchata,Butter Rum,Black,0.7678865123457232,0.7686495060724791,1.6573785148688676,0.8887290087963885,0.6824430189851304,1405.0839864117484
SpoJelRasTanTea,Sponge,Jelly Filled,Raspberry Ginger Ale,Tangerine,Teal,0.7303908490059142,0.765073628254562,1.6988285302864798,0.9337549020319178,0.6820060356585267,1476.2700970629667
SpoJelAprWhiTif,Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.775509124784638,1.0617798628685882,1.9412011022129323,0.8794212393443441,0.6819991956409539,1390.3683670532762
SpoJelLemTanCit,Sponge,Jelly Filled,Lemon Custard,Tangerine,Citrine,0.6427438892947789,0.8182871716837413,1.878031062233195,1.0597438905494538,0.6811439098681364,1675.4591732358597
SpoJelLemHazSla,Sponge,Jelly Filled,Lemon Bar,Hazelnut,Slate,0.5867935192692192,1.2163206292387803,2.376313969915509,1.1599933406767287,0.6806765747045559,1833.9539400615574
SpoChoHorButBla,Sponge,Chocolate Outer,Horchata,Butter Rum,Black,0.7755781014181721,0.7806196548023061,1.6573785148688676,0.8767588600665615,0.6799949720919846,1386.1591351592558
SpoJelCrePeaOpa,Sponge,Jelly Filled,Creme de Menthe,Pear,Opal,0.7724393880365157,1.3362606568652156,2.216476262642167,0.8802156057769512,0.6799132038665392,1391.6242634432351
SpoChoHorButBla,Sponge,Chocolate Outer,Horchata,Butter Rum,Black,0.7731155863394691,0.7790670797470294,1.6573785148688676,0.8783114351218382,0.6790362601528804,1388.6137623023778
SpoJelRasTanTea,Sponge,Jelly Filled,Raspberry Ginger Ale,Tangerine,Teal,0.7412109177286769,0.7828534083312144,1.6988285302864798,0.9159751219552654,0.678930760761099,1448.1601962716554
SpoJelLemTanCit,Sponge,Jelly Filled,Lemon Custard,Tangerine,Citrine,0.6578735188944055,0.8476769957832025,1.878031062233195,1.0303540664499926,0.6778426554026168,1628.9937481210236
SpoJelLemHazSla,Sponge,Jelly Filled,Lemon Bar,Hazelnut,Slate,0.5763557032316289,1.2007283966903215,2.376313969915509,1.1755855732251874,0.6775554497651605,1858.605319784065
SpoChoHorButBla,Sponge,Chocolate Outer,Horchata,Butter Rum,Black,0.7753659385332956,0.7850910164643066,1.6573785148688676,0.872287498404561,0.6763420148713131,1379.0898951473416
SpoJelLemHazSla,Sponge,Jelly Filled,Lemon Bar,Hazelnut,Slate,0.5822064969069022,1.214929868236339,2.376313969915509,1.16138410167917,0.676165369401999,1836.1527385638171
SpoJelLemTanCit,Sponge,Jelly Filled,Lemon Custard,Tangerine,Citrine,0.6031885669477497,0.7580454961560524,1.878031062233195,1.1199855660771427,0.675562488604236,1770.701494304239
SpoJelLemHazSla,Sponge,Jelly Filled,Lemon Bar,Hazelnut,Slate,0.5810914600975754,1.2141340978785706,2.376313969915509,1.1621798720369383,0.6753327987379578,1837.4108545648642
SpoJelRasTanTea,Sponge,Jelly Filled,Raspberry Ginger Ale,Tangerine,Teal,0.7249390236396125,0.7675060864308615,1.6988285302864798,0.9313224438556184,0.6751519831423498,1472.4243713160786
SpoJelLemTanCit,Sponge,Jelly Filled,Lemon Custard,Tangerine,Citrine,0.6296219680632913,0.8058616278979954,1.878031062233195,1.0721694343351995,0.675061429343434,1695.1040058260032
SpoJelLemHazSla,Sponge,Jelly Filled,Lemon Bar,Hazelnut,Slate,0.5766949675605693,1.2059535091936577,2.376313969915509,1.1703604607218512,0.6749409879301609,1850.3443967884484
SpoJelRasTanTea,Sponge,Jelly Filled,Raspberry Ginger Ale,Tangerine,Teal,0.7198639867843089,0.7612522247835009,1.6988285302864798,0.937576305502979,0.6749274171938776,1482.3117506712788
SpoJelLemHazSla,Sponge,Jelly Filled,Lemon Bar,Hazelnut,Slate,0.5824651637609899,1.217814392853787,2.376313969915509,1.158499577061722,0.6747856458702933,1831.5922940320518
SpoChoHorButBla,Sponge,Chocolate Outer,Horchata,Butter Rum,Black,0.756292006033474,0.7654421402932622,1.6573785148688676,0.8919363745756054,0.6745643499820086,1410.1548440638983
SpoJelLemHazSla,Sponge,Jelly Filled,Lemon Bar,Hazelnut,Slate,0.5767215558546501,1.2067298564641622,2.376313969915509,1.1695841134513467,0.6745243696125423,1849.1169887631859
SpoJelSasPapOpa,Sponge,Jelly Filled,Sassafras,Papaya,Opal,0.4683228877511413,0.4886694344991974,1.9287251417514815,1.440055707252284,0.6744110473429017,2276.7336204557246
SpoJelRasTanTea,Sponge,Jelly Filled,Raspberry Ginger Ale,Tangerine,Teal,0.7316442303408339,0.7778834010226803,1.6988285302864798,0.9209451292637996,0.6738041902863524,1456.01779697159
SpoJelRasTanTea,Sponge,Jelly Filled,Raspberry Ginger Ale,Tangerine,Teal,0.7316785200179658,0.7791779851471003,1.6988285302864798,0.9196505451393795,0.6728885498012966,1453.9710544839684
SpoJelPeaTutTau,Sponge,Jelly Filled,Pear,Tutti Frutti,Taupe,0.9336800741189102,1.7216245487631556,2.442300937901207,0.7206763891380512,0.6728811844261642,1139.3921473704374
SpoJelLemTanCit,Sponge,Jelly Filled,Lemon Custard,Tangerine,Citrine,0.6491439911917803,0.8423959209175064,1.878031062233195,1.0356351413156886,0.6722763290521295,1637.3431478271054
SpoJelCrePeaOpa,Sponge,Jelly Filled,Creme de Menthe,Pear,Opal,0.8697261662050608,1.4437937752289964,2.216476262642167,0.7726824874131704,0.6720221774716468,1221.6139890779436
SpoChoHorButBla,Sponge,Chocolate Outer,Horchata,Butter Rum,Black,0.7497590597868812,0.7611860941465115,1.6573785148688676,0.896192420722356,0.6719283867489227,1416.883669416778
SpoJelRasTanTea,Sponge,Jelly Filled,Raspberry Ginger Ale,Tangerine,Teal,0.7313860526502134,0.7805598211410985,1.6988285302864798,0.9182687091453814,0.6716089264540474,1451.7863664544377
SpoJelPeaTutTau,Sponge,Jelly Filled,Pear,Tutti Frutti,Taupe,0.7278079748949497,1.5195886538340417,2.442300937901207,0.9227122840671651,0.671557358877617,1458.811675523031
SpoJelLemHazSla,Sponge,Jelly Filled,Lemon Bar,Hazelnut,Slate,0.5788132129394807,1.216174873407208,2.376313969915509,1.160139096508301,0.671503837906676,1834.1843805927444
SpoJelLemHazSla,Sponge,Jelly Filled,Lemon Bar,Hazelnut,Slate,0.5757825763163535,1.2103912829462258,2.376313969915509,1.1659226869692831,0.6713179684888593,1843.328259390732
SpoChoHorButBla,Sponge,Chocolate Outer,Horchata,Butter Rum,Black,0.7638940406285634,0.7787136372843988,1.6573785148688676,0.8786648775844688,0.6712068636964018,1389.172556197305
SpoJelCrePeaOpa,Sponge,Jelly Filled,Creme de Menthe,Pear,Opal,0.6851076741513877,1.2369718944070938,2.216476262642167,0.979504368235073,0.6710659595426554,1548.600179363303
SpoChoHorButBla,Sponge,Chocolate Outer,Horchata,Butter Rum,Black,0.7516684316256265,0.766668884050231,1.6573785148688676,0.8907096308186365,0.6695183112312852,1408.2153574585473
SpoJelLemHazSla,Sponge,Jelly Filled,Lemon Bar,Hazelnut,Slate,0.5750946661832282,1.2145711084664095,2.376313969915509,1.1617428614490994,0.6681121230958182,1836.719939142067
SpoJelRasTanTea,Sponge,Jelly Filled,Raspberry Ginger Ale,Tangerine,Teal,0.7309079876114402,0.7850541807858249,1.6988285302864798,0.913774349500655,0.6678849709244765,1444.6807665432423
SpoJelLemTanCit,Sponge,Jelly Filled,Lemon Custard,Tangerine,Citrine,0.6070909031868568,0.7780340612268345,1.878031062233195,1.0999970010063604,0.6677981728437852,1739.099495928669
SpoJelLemTanCit,Sponge,Jelly Filled,Lemon Custard,Tangerine,Citrine,0.6187982784228756,0.8015689827245556,1.878031062233195,1.0764620795086395,0.6661128815874547,1701.8906943810632
SpoJelRasTanTea,Sponge,Jelly Filled,Raspberry Ginger Ale,Tangerine,Teal,0.7239783731708986,0.7796180003320499,1.6988285302864798,0.91921052995443,0.6654885440779678,1453.275388781565
SpoChoHorButBla,Sponge,Chocolate Outer,Horchata,Butter Rum,Black,0.7467169508179832,0.7662329116755651,1.6573785148688676,0.8911456031933025,0.6654335275513552,1408.9046314623188
SpoJelSasPapOpa,Sponge,Jelly Filled,Sassafras,Papaya,Opal,0.4519048718970606,0.4563056752806022,1.9287251417514815,1.4724194664708792,0.665393530374261,2327.9008484499127
SpoJelLemHazSla,Sponge,Jelly Filled,Lemon Bar,Hazelnut,Slate,0.6375395620505203,1.3329577814918978,2.376313969915509,1.043356188423611,0.6651808474302892,1649.5501530472516
SpoJelLemHazSla,Sponge,Jelly Filled,Lemon Bar,Hazelnut,Slate,0.7471476014658205,1.4865369397008812,2.376313969915509,0.8897770302146277,0.66479477396424,1406.7409123111054
SpoChoHorButBla,Sponge,Chocolate Outer,Horchata,Butter Rum,Black,0.7514027672999083,0.7727053062416749,1.6573785148688676,0.8846732086271927,0.6647458971185617,1398.6717507207577
SpoJelLemTanCit,Sponge,Jelly Filled,Lemon Custard,Tangerine,Citrine,0.6084483722678912,0.7855601782163976,1.878031062233195,1.0924708840167976,0.6647121311300846,1727.200675976547
SpoJelPeaTutTau,Sponge,Jelly Filled,Pear,Tutti Frutti,Taupe,0.6892285352731548,1.4780026528853545,2.442300937901207,0.9642982850158524,0.664621894547891,1524.5593032178203
SpoJelPeaTutTau,Sponge,Jelly Filled,Pear,Tutti Frutti,Taupe,0.7136454947522723,1.5114077992563533,2.442300937901207,0.9308931386448536,0.6643276944897022,1471.7456381241175
SpoJelLemHazSla,Sponge,Jelly Filled,Lemon Bar,Hazelnut,Slate,0.6535816698795003,1.3606103520547896,2.376313969915509,1.0157036178607193,0.6638452666640587,1605.831332465868
SpoJelPeaTutTau,Sponge,Jelly Filled,Pear,Tutti Frutti,Taupe,0.7042924664997687,1.5005992794021847,2.442300937901207,0.9417016584990221,0.6632333837711992,1488.8339496494423
SpoJelAprWhiTif,Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.9973039463211366,1.2768795094659184,1.9412011022129323,0.6643215927470139,0.6625305460729399,1050.2949971898897
SpoJelRasTanTea,Sponge,Jelly Filled,Raspberry Ginger Ale,Tangerine,Teal,0.7104143741067052,0.7672580497221912,1.6988285302864798,0.9315704805642886,0.6618010598863616,1472.8165183079573
SpoChoHorButBla,Sponge,Chocolate Outer,Horchata,Butter Rum,Black,0.760195430982201,0.7869265551166686,1.6573785148688676,0.8704519597521989,0.6617136026931243,1376.1879014672134
SpoJelAprWhiTif,Sponge,Jelly Filled,Apricot,Whipped Cream,Tiffany,0.858300965986307,1.17057458079371,1.9412011022129323,0.7706265214192223,0.661429487748786,1218.3634989216519
SpoJelCrePeaOpa,Sponge,Jelly Filled,Creme de Menthe,Pear,Opal,0.8793110916912918,1.4644918120421915,2.216476262642167,0.7519844505999753,0.6612282681919406,1188.8903131446377
SpoJelRasTanTea,Sponge,Jelly Filled,Raspberry Ginger Ale,Tangerine,Teal,0.7097473657280708,0.7673519939096067,1.6988285302864798,0.9314765363768731,0.6611130179309932,1472.6679921857676
SpoChoHorButBla,Sponge,Chocolate Outer,Horchata,Butter Rum,Black,0.7450701401749347,0.770245974476192,1.6573785148688676,0.8871325403926755,0.6609759662241167,1402.5599637156654
SpoChoHorButBla,Sponge,Chocolate Outer,Horchata,Butter Rum,Black,0.7341713110298345,0.7577029427181126,1.6573785148688676,0.899675572150755,0.6605159943074362,1422.3905452426484
SpoJelRasTanTea,Sponge,Jelly Filled,Raspberry Ginger Ale,Tangerine,Teal,0.7246362305083235,0.7873369435978649,1.6988285302864798,0.911491586688615,0.6604998275180887,1441.0717097438953
SpoJelSasPapOpa,Sponge,Jelly Filled,Sassafras,Papaya,Opal,0.4477825932223634,0.45582285898597685,1.9287251417514815,1.4729022827655047,0.6595400037398765,2328.6641828715897
SpoJelPeaTutTau,Sponge,Jelly Filled,Pear,Tutti Frutti,Taupe,0.7725000057553086,1.5886557588040051,2.442300937901207,0.8536451790972017,0.6594409057655798,1349.6163165096646
SpoJelLemTanCit,Sponge,Jelly Filled,Lemon Custard,Tangerine,Citrine,0.6320251982061855,0.8355848746285859,1.878031062233195,1.0424461876046092,0.6588522583400855,1648.111438246963
SpoChoHorButBla,Sponge,Chocolate Outer,Horchata,Butter Rum,Black,0.7421678041750942,0.7697632817346076,1.6573785148688676,0.8876152331342599,0.658759448527618,1403.3231027995082
SpoJelSasPapOpa,Sponge,Jelly Filled,Sassafras,Papaya,Opal,0.5286455583903181,0.6827065619605057,1.9287251417514815,1.2460185797909757,0.6587021878783116,1969.9601744820686
SpoJelSasPapOpa,Sponge,Jelly Filled,Sassafras,Papaya,Opal,0.6639021159217098,0.9383574503395571,1.9287251417514815,0.9903676914119244,0.6575072058688756,1565.7751351528989
SpoJelRasTanTea,Sponge,Jelly Filled,Raspberry Ginger Ale,Tangerine,Teal,0.7138426173260287,0.7777724719169621,1.6988285302864798,0.9210560583695178,0.6574890674104921,1456.1931763150444
SpoJelPeaTutTau,Sponge,Jelly Filled,Pear,Tutti Frutti,Taupe,0.6543662629067871,1.4392044821644323,2.442300937901207,1.0030964557367745,0.6563924790755166,1585.8993605834132
SpoJelPeaTutTau,Sponge,Jelly Filled,Pear,Tutti Frutti,Taupe,0.6765807673198511,1.4732864447206724,2.442300937901207,0.9690144931805345,0.6556165693401426,1532.015646493656
SpoChoHorButBla,Sponge,Chocolate Outer,Horchata,Butter Rum,Black,0.7454614387028159,0.7792336644223776,1.6573785148688676,0.8781448504464899,0.6546231236033094,1388.3503912889455
SpoJelRasTanTea,Sponge,Jelly Filled,Raspberry Ginger Ale,Tangerine,Teal,0.6957902035821791,0.75806801374468,1.6988285302864798,0.9407605165417998,0.6545719513266949,1487.3460005896673
SpoJelPeaTutTau,Sponge,Jelly Filled,Pear,Tutti Frutti,Taupe,0.8480129563637189,1.6727922228205148,2.442300937901207,0.7695087150806921,0.6525533604232243,1216.5962427944942
SpoJelRasTanTea,Sponge,Jelly Filled,Raspberry Ginger Ale,Tangerine,Teal,0.7152259931262931,0.7865450265960208,1.6988285302864798,0.9122835036904591,0.6524888749397428,1442.3237335743825
